# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=504 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.433433Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
951,4,1115,D47-58,220,5,31,10.36,8.801,0.85,0.161,0.16,0,1,0.269,0.643,0.357,0.486,20.0498,28.6389,0.4284,1,0,250.141,283.282,308.176,95189,109,10166,513.439,203.897,17045.532
952,4,1209,D10-18,420,9,60,14.659,13.239,0.903,0.15,0.145,0,1,0.251,0.668,0.332,0.235,35.6078,37.8911,0.0641,0,0,260.613,310.044,300.012,95239,109,10167,481.0,190.85,17052.62
953,4,1131,D35-47,260,6,37,15.349,13.425,0.875,0.162,0.158,0,1,0.138,0.662,0.338,0.378,18.5103,22.8786,0.236,1,0,242.07,283.235,272.607,95290,109,10168,546.002,215.425,17059.54
954,4,1122,D10-18,460,10,66,13.83,11.927,0.862,0.152,0.15,0,1,0.162,0.663,0.337,0.283,35.6078,44.1033,0.2386,1,0,265.119,288.055,344.798,95340,109,10169,481.843,191.372,17068.345
955,4,1065,D77-86,420,9,60,14.724,12.707,0.863,0.15,0.149,0,1,0.265,0.634,0.366,0.3,30.3004,37.7228,0.245,1,0,239.049,271.191,293.303,95390,109,10170,485.1,192.285,17076.125
956,4,1066,D77-86,380,8,54,14.151,12.134,0.858,0.148,0.148,0,1,0.013,0.657,0.343,0.347,37.7228,35.4003,0.0616,0,0,264.099,313.858,309.126,95439,109,10171,489.98,193.715,17084.64
957,4,1390,D10-18,300,7,43,13.78,11.332,0.822,0.163,0.164,0,1,0.11,0.692,0.308,0.215,44.1033,29.435,0.3326,1,0,218.936,264.983,266.161,95490,109,10172,528.812,209.503,17094.285
958,4,1168,D86-94,300,6,43,13.851,11.84,0.855,0.14,0.14,0,1,0.269,0.695,0.305,0.342,29.6381,28.125,0.0511,0,0,255.574,300.816,298.121,95538,109,10173,518.232,202.312,17103.13
959,4,1132,D47-58,260,6,37,14.774,12.486,0.845,0.162,0.161,0,1,0.232,0.663,0.337,0.391,28.6389,23.769,0.17,0,0,258.601,289.677,331.234,95589,109,10174,508.541,202.314,17111.271
960,5,1399,D18-26,420,9,60,15.504,13.527,0.872,0.15,0.148,0,1,0.156,0.677,0.323,0.207,39.9996,35.8251,0.1044,0,0,273.348,292.872,336.047,95639,109,10175,510.231,201.081,17117.986
961,5,1305,D94-105,260,6,37,14.922,12.92,0.866,0.162,0.159,0,1,0.357,0.666,0.334,0.438,19.9716,23.5339,0.1784,0,0,245.01,283.475,299.062,95690,109,10176,492.161,196.581,17125.563
962,5,1279,D77-86,460,10,66,14.11,12.136,0.86,0.152,0.15,0,1,0.018,0.687,0.313,0.238,37.7228,43.227,0.1459,0,0,255.859,292.176,291.062,95740,109,10177,521.354,205.201,17134.095
963,5,1304,D77-86,420,9,60,16.264,13.759,0.846,0.15,0.15,0,1,0.074,0.665,0.335,0.294,37.7228,34.1529,0.0946,0,0,260.341,278.988,298.518,95790,109,10178,487.409,193.093,17140.508
964,5,1340,D26-35,260,6,37,15.308,12.992,0.849,0.162,0.161,0,1,0.219,0.679,0.321,0.22,28.3699,22.94,0.1914,0,0,232.658,273.402,299.382,95841,109,10179,493.45,197.032,17147.991
965,5,1269,D58-69,300,6,43,14.458,12.697,0.878,0.14,0.138,0,1,0.06,0.673,0.327,0.332,18.8044,26.9437,0.4328,1,0,238.103,273.291,281.127,95889,109,10180,519.215,202.655,17155.722
966,5,1016,D86-94,340,7,49,14.668,12.834,0.875,0.143,0.141,0,1,0.032,0.674,0.326,0.233,29.6381,30.2748,0.0215,0,0,262.269,289.76,341.471,95938,109,10181,505.693,198.421,17163.295
967,5,1302,D35-47,460,10,66,12.665,10.547,0.833,0.152,0.153,0,1,0.496,0.651,0.349,0.657,22.8786,48.1594,1.105,1,0,262.797,308.012,340.692,95988,109,10182,487.943,193.507,17173.894
968,5,1307,D58-69,260,6,37,15.788,13.777,0.873,0.162,0.159,0,1,0.212,0.676,0.324,0.351,26.9437,22.2426,0.1745,0,0,260.696,279.879,301.162,96039,109,10183,536.168,211.983,17180.357
969,5,1132,D69-77,260,6,37,15.996,13.94,0.871,0.162,0.159,0,1,0.382,0.659,0.341,0.322,31.3113,21.9524,0.2989,1,0,233.426,252.414,264.435,96090,109,10184,508.611,202.338,17186.608
970,5,1151,D58-69,380,8,54,14.57,12.256,0.841,0.148,0.149,0,1,0.19,0.668,0.332,0.252,26.9437,34.3816,0.2761,1,0,230.088,247.928,282.99,96139,109,10185,529.391,207.509,17194.964
971,5,1349,D26-35,220,5,31,15.82,13.89,0.878,0.161,0.157,0,1,0.079,0.668,0.332,0.25,28.3699,18.7541,0.3389,1,0,235.779,271.559,300.507,96190,109,10186,517.882,205.452,17201.275
972,5,1148,D77-86,420,9,60,12.773,11.078,0.867,0.15,0.148,0,1,0.223,0.658,0.342,0.365,37.7228,43.4858,0.1528,0,0,248.376,268.569,301.509,96240,109,10187,533.312,209.159,17211.173
973,5,1207,D35-47,300,6,43,14.59,13.176,0.903,0.14,0.135,0,1,0.01,0.636,0.364,0.311,48.1594,26.7009,0.4456,1,0,233.514,281.153,297.467,96288,109,10188,517.701,202.126,17218.282
974,5,1254,D86-94,260,6,37,14.513,12.638,0.871,0.162,0.159,0,1,0.131,0.696,0.304,0.258,29.6381,24.1962,0.1836,0,0,220.252,237.181,264.145,96339,109,10189,495.303,197.681,17226.225
975,5,1001,D69-77,340,7,49,13.329,12.134,0.91,0.143,0.138,0,1,0.375,0.669,0.331,0.344,21.9524,33.3168,0.5177,1,0,231.268,262.356,281.182,96388,109,10190,496.449,195.186,17234.708
976,5,1109,D26-35,300,6,43,15.688,14.151,0.902,0.14,0.135,0,1,0.171,0.695,0.305,0.334,18.7541,24.8326,0.3241,1,0,241.4,283.259,294.517,96436,109,10191,522.381,203.763,17240.548
977,5,1179,D94-105,220,5,31,14.559,12.584,0.864,0.161,0.159,0,1,0.22,0.662,0.338,0.222,19.9716,20.378,0.0203,0,0,274.858,318.991,340.004,96487,109,10192,506.697,201.538,17248.557
978,5,1071,D47-58,220,5,31,12.095,9.922,0.82,0.161,0.163,0,1,0.08,0.682,0.318,0.186,28.6389,24.5294,0.1435,0,0,275.373,322.624,317.498,96538,109,10193,509.195,202.412,17260.026
979,5,1015,D47-58,460,10,66,16.317,14.273,0.875,0.152,0.149,0,1,0.029,0.662,0.338,0.231,28.6389,37.3826,0.3053,1,0,267.904,308.334,302.33,96588,109,10194,540.181,211.791,17265.78
980,5,1016,D47-58,260,6,37,14.615,12.75,0.872,0.162,0.159,0,1,0.308,0.664,0.336,0.378,37.3826,24.0282,0.3572,1,0,264.272,291.874,317.826,96639,109,10195,501.571,199.874,17273.578
981,5,1391,D69-77,220,5,31,14.586,12.901,0.884,0.161,0.157,0,1,0.498,0.684,0.316,0.548,33.3168,20.3412,0.3895,1,0,240.916,265.952,301.803,96690,109,10196,521.506,206.721,17281.175
982,5,1272,D86-94,220,5,31,14.368,12.684,0.883,0.161,0.157,0,1,0.201,0.655,0.345,0.304,29.6381,20.6495,0.3033,1,0,226.814,270.667,300.77,96741,109,10197,518.86,205.794,17289.054
983,5,1170,D35-47,420,10,60,15.447,12.68,0.821,0.167,0.168,0,1,0.464,0.666,0.334,0.64,26.7009,37.0081,0.386,1,0,276.289,302.461,320.35,96792,109,10198,525.066,208.773,17296.97
984,5,1149,D69-77,460,10,66,15.158,13.376,0.882,0.152,0.148,0,1,0.273,0.675,0.325,0.317,20.3412,40.2405,0.9783,1,0,221.117,255.462,292.262,96842,109,10199,523.626,205.997,17303.89
985,5,1297,D69-77,300,6,43,14.987,13.386,0.893,0.14,0.136,0,1,0.385,0.681,0.319,0.387,40.2405,25.9928,0.3541,1,0,230.219,274.261,281.814,96890,109,10200,501.014,196.285,17310.726
986,5,1105,D35-47,380,8,54,12.966,10.916,0.842,0.148,0.149,0,1,0.468,0.634,0.366,0.424,37.0081,38.6355,0.044,0,0,220.205,243.563,294.743,96939,109,10201,535.569,209.671,17320.824
987,5,1395,D58-69,300,6,43,15.852,14.241,0.898,0.14,0.136,0,1,0.275,0.67,0.33,0.443,34.3816,24.5744,0.2852,1,0,248.114,273.86,287.104,96987,109,10202,500.847,196.227,17326.548
988,5,1288,D94-105,260,6,37,15.658,13.51,0.863,0.162,0.16,0,1,0.182,0.708,0.292,0.338,19.9716,22.4276,0.123,0,0,259.694,291.886,314.323,97038,109,10203,524.283,207.823,17333.358
989,5,1007,D94-105,340,7,49,16.964,14.416,0.85,0.143,0.144,0,1,0.255,0.669,0.331,0.426,19.9716,26.178,0.3108,1,0,230.04,267.212,294.868,97087,109,10204,500.665,196.661,17338.874
990,5,1250,D35-47,380,8,54,14.035,12.344,0.88,0.148,0.145,0,1,0.294,0.668,0.332,0.493,37.0081,35.6924,0.0356,0,0,218.087,244.827,252.731,97136,109,10205,537.052,210.19,17347.115
991,5,1295,D35-47,380,8,54,14.741,13.022,0.883,0.148,0.145,0,1,0.479,0.672,0.328,0.54,37.0081,33.9833,0.0817,0,0,273.043,312.558,317.771,97185,109,10206,483.188,191.338,17354.475
992,5,1165,D69-77,460,11,66,14.02,12.204,0.87,0.167,0.163,0,1,0.108,0.665,0.335,0.35,25.9928,44.6578,0.7181,1,0,255.523,278.234,316.948,97236,109,10207,543.283,215.149,17363.009
993,5,1229,D10-18,460,10,66,12.5,10.397,0.832,0.152,0.153,0,1,0.475,0.658,0.342,0.425,29.435,48.798,0.6578,1,0,256.696,290.443,297.909,97286,109,10208,536.362,210.454,17373.802
994,5,1066,D58-69,220,5,31,12.695,10.888,0.858,0.161,0.159,0,1,0.413,0.647,0.353,0.586,24.5744,23.371,0.049,0,0,235.737,285.09,279.684,97337,109,10209,533.912,211.063,17384.016
995,5,1222,D86-94,220,5,31,13.286,10.897,0.82,0.161,0.163,0,1,0.136,0.703,0.297,0.322,20.6495,22.3306,0.0814,0,0,265.481,291.573,302.713,97388,109,10210,494.803,197.375,17394.217
996,5,1139,D26-35,340,7,49,14.665,12.943,0.883,0.143,0.14,0,1,0.138,0.651,0.349,0.163,24.8326,30.2813,0.2194,1,0,226.51,275.559,272.866,97437,109,10211,478.992,189.076,17401.648
997,5,1191,D77-86,260,6,37,13.879,12.029,0.867,0.162,0.159,0,1,0.173,0.633,0.367,0.415,37.7228,25.3009,0.3293,1,0,240.32,271.559,288.337,97488,109,10212,488.102,195.16,17410.384
998,5,1269,D47-58,340,7,49,13.362,11.996,0.898,0.143,0.139,0,1,0.306,0.702,0.298,0.435,24.0282,33.2347,0.3832,1,0,249.486,273.639,307.898,97537,109,10213,490.066,192.952,17419.047
999,5,1004,D86-94,380,8,54,13.672,12.166,0.89,0.148,0.144,0,1,0.43,0.691,0.309,0.528,20.6495,36.6398,0.7744,1,0,226.511,263.685,297.828,97586,109,10214,523.137,205.32,17427.52
1000,5,1225,D35-47,420,10,60,14.911,13.061,0.876,0.167,0.162,0,1,0.034,0.668,0.332,0.153,37.0081,38.3375,0.0359,0,0,252.151,267.189,303.82,97637,109,10215,510.01,203.504,17434.941
1001,5,1278,D47-58,380,8,54,11.465,9.825,0.857,0.148,0.148,0,1,0.31,0.669,0.331,0.386,33.2347,43.6907,0.3146,1,0,273.041,311.773,307.012,97686,109,10216,504.182,198.686,17446.458
1002,5,1104,D94-105,380,8,54,15.923,14.222,0.893,0.148,0.144,0,1,0.051,0.68,0.32,0.349,26.178,31.4597,0.2018,1,0,246.853,279.172,294.177,97735,109,10217,506.569,199.521,17452.258
1003,5,1021,D18-26,300,6,43,12.896,11.061,0.858,0.14,0.14,0,1,0.422,0.661,0.339,0.601,39.9996,30.2076,0.2448,1,0,258.435,283.081,304.939,97783,109,10218,495.685,194.42,17462.116
1004,5,1319,D58-69,380,8,54,14.797,13.278,0.897,0.148,0.144,0,1,0.139,0.638,0.362,0.279,24.5744,33.8533,0.3776,1,0,216.259,261.646,277.858,97832,109,10219,523.084,205.302,17469.144
1005,5,1182,D18-26,460,10,66,16.136,13.631,0.845,0.152,0.152,0,1,0.179,0.631,0.369,0.367,30.2076,37.7999,0.2513,1,0,274.304,303.878,307.222,97882,109,10220,486.966,193.165,17475.732
1006,5,1027,D69-77,420,9,60,10.861,9.456,0.871,0.15,0.148,0,1,0.314,0.658,0.342,0.437,44.6578,51.1418,0.1452,0,0,261.224,291.354,340.576,97932,109,10221,487.405,193.092,17487.739
1007,5,1332,D77-86,460,10,66,14.521,12.886,0.887,0.152,0.148,0,1,0.107,0.678,0.322,0.306,25.3009,42.0056,0.6602,1,0,263.252,280.041,301.589,97982,109,10222,487.22,193.254,17495.297
1008,5,1389,D26-35,420,9,60,11.719,9.704,0.828,0.15,0.152,0,1,0.126,0.683,0.317,0.263,30.2813,47.3983,0.5653,1,0,226.897,269.116,282.932,98032,109,10223,529.509,207.828,17506.983
1009,5,1001,D18-26,300,6,43,13.104,11.465,0.875,0.14,0.138,0,1,0.004,0.665,0.335,0.07,37.7999,29.7277,0.2135,1,0,216.886,234.685,252.289,98080,109,10224,530.125,206.474,17516.315
1010,5,1157,D35-47,220,5,31,13.216,11.705,0.886,0.161,0.157,0,1,0.383,0.676,0.324,0.523,37.0081,22.4492,0.3934,1,0,256.292,275.992,323.141,98131,109,10225,541.181,213.607,17525.466
1011,5,1043,D18-26,380,8,54,14.371,12.534,0.872,0.148,0.146,0,1,0.459,0.684,0.316,0.474,29.7277,34.8578,0.1726,0,0,243.881,270.322,288.521,98180,109,10226,524.063,205.644,17533.46
1012,5,1138,D35-47,380,8,54,12.612,11.001,0.872,0.148,0.146,0,1,0.414,0.683,0.317,0.498,22.4492,39.7194,0.7693,1,0,267.537,284.806,324.55,98229,109,10227,509.296,200.476,17543.448
1013,5,1191,D18-26,340,7,49,15.746,13.91,0.883,0.143,0.14,0,1,0.074,0.689,0.311,0.118,29.7277,28.2023,0.0513,0,0,217.638,249.526,269.833,98278,109,10228,485.181,191.242,17549.623
1014,5,1094,D47-58,220,5,31,17.096,14.575,0.853,0.161,0.16,0,1,0.178,0.664,0.336,0.268,43.6907,17.3544,0.6028,1,0,236.447,278.203,295.029,98329,109,10229,525.58,208.146,17555.043
1015,5,1386,D35-47,460,11,66,14.637,12.439,0.85,0.167,0.165,0,1,0.465,0.675,0.325,0.387,39.7194,42.777,0.077,0,0,222.696,240.889,284.14,98380,109,10230,506.52,202.282,17563.272
1016,5,1055,D69-77,460,10,66,16.087,13.814,0.859,0.152,0.15,0,1,0.049,0.689,0.311,0.238,44.6578,37.9171,0.1509,0,0,215.718,253.181,288.758,98430,109,10231,518.275,204.124,17569.623
1017,5,1367,D18-26,260,6,37,16.571,14.58,0.88,0.162,0.158,0,1,0.451,0.68,0.32,0.493,29.7277,21.1913,0.2872,1,0,259.639,308.842,319.066,98481,109,10232,519.265,206.067,17575.042
1018,5,1165,D94-105,380,8,54,15.075,13.319,0.884,0.148,0.145,0,1,0.496,0.655,0.345,0.453,31.4597,33.2299,0.0563,0,0,242.846,285.7,300.217,98530,109,10233,514.289,202.223,17582.016
1019,5,1255,D58-69,260,6,37,16.354,14.399,0.88,0.162,0.158,0,1,0.171,0.691,0.309,0.383,33.8533,21.4727,0.3657,1,0,245.789,271.834,308.358,98581,109,10234,544.546,214.915,17587.67
1020,5,1180,D94-105,300,6,43,15.841,14.092,0.89,0.14,0.137,0,1,0.109,0.645,0.355,0.274,31.4597,24.5916,0.2183,1,0,229.906,262.95,268.797,98629,109,10235,506.725,198.284,17593.588
1021,5,1340,D77-86,460,10,66,15.094,12.904,0.855,0.152,0.151,0,1,0.255,0.657,0.343,0.409,42.0056,40.4106,0.038,0,0,219.3,243.088,264.122,98679,109,10236,535.245,210.063,17601.122
1022,5,1220,D86-94,420,9,60,14.636,12.77,0.873,0.15,0.148,0,1,0.19,0.663,0.337,0.453,36.6398,37.9505,0.0358,0,0,267.265,307.06,297.522,98729,109,10237,482.258,191.29,17608.82
1023,5,1197,D18-26,220,5,31,14.199,12.463,0.878,0.161,0.157,0,1,0.453,0.695,0.305,0.592,21.1913,20.8945,0.014,0,0,251.01,274.876,283.39,98780,109,10238,509.438,202.497,17616.987
1024,5,1291,D86-94,220,5,31,13.417,11.281,0.841,0.161,0.161,0,1,0.122,0.642,0.358,0.398,36.6398,22.1138,0.3965,1,0,234.979,273.3,313.9,98831,109,10239,518.785,205.768,17626.689
1025,5,1173,D47-58,380,8,54,14.192,11.968,0.843,0.148,0.149,0,1,0.142,0.658,0.342,0.32,17.3544,35.298,1.0339,1,0,273.577,303.573,317.575,98880,109,10240,502.369,198.051,17635.419
1026,5,1084,D86-94,300,6,43,13.628,12.014,0.882,0.14,0.137,0,1,0.205,0.651,0.349,0.204,22.1138,28.5848,0.2926,1,0,261.05,284.385,299.685,98928,109,10241,517.1,201.915,17644.038
1027,5,1204,D77-86,420,9,60,14.198,12.534,0.883,0.15,0.147,0,1,0.451,0.639,0.361,0.547,42.0056,39.1209,0.0687,0,0,216.725,260.968,288.729,98978,109,10242,489.571,193.85,17652.044
1028,5,1047,D69-77,460,10,66,14.861,13.026,0.877,0.152,0.149,0,1,0.36,0.69,0.31,0.49,44.6578,41.0446,0.0809,0,0,269.441,302.409,340.272,99028,109,10243,512.424,202.076,17659.419
1029,5,1068,D35-47,340,7,49,11.581,10.63,0.918,0.143,0.137,0,1,0.452,0.666,0.334,0.444,39.7194,38.3455,0.0346,0,0,257.734,274.428,321.003,99077,109,10244,484.801,191.109,17669.857
1030,5,1332,D86-94,420,9,60,17.314,14.58,0.842,0.15,0.151,0,1,0.271,0.666,0.334,0.356,28.5848,32.0803,0.1223,0,0,233.91,274.542,267.811,99127,109,10245,520.489,204.671,17675.203
1031,5,1060,D94-105,220,5,31,14.288,12.281,0.86,0.161,0.159,0,1,0.406,0.638,0.362,0.535,24.5916,20.7652,0.1556,0,0,239.986,285.862,271.676,99178,109,10246,533.955,211.078,17683.605
1032,5,1380,D18-26,220,5,31,14.192,12.278,0.865,0.161,0.159,0,1,0.306,0.69,0.31,0.349,21.1913,20.9052,0.0135,0,0,263.295,300.938,294.779,99229,109,10247,535.74,211.702,17692.011
1033,5,1305,D10-18,340,7,49,11.387,9.625,0.845,0.143,0.144,0,1,0.193,0.66,0.34,0.274,48.798,38.9982,0.2008,1,0,215.904,232.91,264.688,99278,109,10248,530.744,207.189,17703.756
1034,5,1265,D10-18,380,8,54,17.091,15.173,0.888,0.148,0.145,0,1,0.312,0.678,0.322,0.498,38.9982,29.3092,0.2484,1,0,218.079,265.367,272.291,99327,109,10249,505.979,199.315,17708.32
1035,5,1073,D58-69,300,6,43,14.982,12.903,0.861,0.14,0.139,0,1,0.457,0.647,0.353,0.491,21.4727,26.0024,0.211,1,0,225.555,269.449,282.707,99375,109,10250,505.565,197.878,17715.782
1036,5,1372,D94-105,420,9,60,13.693,11.918,0.87,0.15,0.148,0,1,0.135,0.668,0.332,0.194,24.5916,40.5648,0.6495,1,0,252.92,286.584,297.838,99425,109,10251,482.173,191.261,17724.589
1037,5,1228,D26-35,220,5,31,15.224,13.513,0.888,0.161,0.156,0,1,0.104,0.677,0.323,0.318,47.3983,19.4889,0.5888,1,0,244.411,278.674,296.87,99476,109,10252,536.045,211.809,17731.39
1038,5,1193,D94-105,420,9,60,13.835,11.827,0.855,0.15,0.15,0,1,0.088,0.666,0.334,0.298,40.5648,40.1489,0.0103,0,0,252.213,299.262,290.947,99526,109,10253,509.11,200.688,17740.315
1039,5,1372,D69-77,260,6,37,14.018,12.108,0.864,0.162,0.16,0,1,0.322,0.67,0.33,0.382,44.6578,25.0509,0.439,1,0,255.843,293.431,314.96,99577,109,10254,537.237,212.357,17748.947
1040,5,1274,D35-47,380,8,54,15.69,13.935,0.888,0.148,0.145,0,1,0.396,0.668,0.332,0.375,39.7194,31.9264,0.1962,0,0,218.781,239.542,260.364,99626,109,10255,505.715,199.223,17755.119
1041,5,1169,D26-35,300,6,43,17.385,14.875,0.856,0.14,0.14,0,1,0.219,0.666,0.334,0.426,19.4889,22.4084,0.1498,0,0,248.848,290.911,301.707,99674,109,10256,477.281,187.978,17760.019
1042,5,1148,D69-77,380,8,54,13.172,11.92,0.905,0.148,0.143,0,1,0.307,0.681,0.319,0.326,25.0509,38.0293,0.5181,1,0,230.928,253.423,264.39,99723,109,10257,524.346,205.743,17768.811
1043,5,1248,D47-58,380,9,54,15.73,13.728,0.873,0.167,0.163,0,1,0.077,0.682,0.318,0.118,35.298,32.8822,0.0684,0,0,262.294,305.578,304.906,99774,109,10258,493.1,197.585,17775.365
1044,5,1371,D86-94,380,8,54,13.535,12.177,0.9,0.148,0.143,0,1,0.076,0.661,0.339,0.179,28.5848,37.0103,0.2948,1,0,262.524,300.155,310.3,99823,109,10259,533.14,208.821,17783.824
1045,5,1267,D10-18,260,6,37,16.016,14.098,0.88,0.162,0.158,0,1,0.258,0.668,0.332,0.305,29.3092,21.926,0.2519,1,0,266.326,314.417,327.552,99874,109,10260,496.433,198.076,17789.87
1046,5,1238,D35-47,260,6,37,12.972,11.292,0.871,0.162,0.159,0,1,0.059,0.661,0.339,0.214,39.7194,27.0717,0.3184,1,0,228.7,274.08,306.811,99925,109,10261,507.023,201.783,17799.563
1047,5,1064,D18-26,460,10,66,13.528,12.199,0.902,0.152,0.146,0,1,0.372,0.662,0.338,0.455,21.1913,45.0877,1.1276,1,0,220.054,249.468,282.291,99975,109,10262,526.49,206.999,17808.014
1048,5,1015,D10-18,460,10,66,15.086,12.858,0.852,0.152,0.151,0,1,0.338,0.644,0.356,0.311,21.926,40.4322,0.844,1,0,242.577,277.653,293.884,100025,109,10263,484.568,192.326,17815.608
1049,5,1222,D35-47,420,9,60,17.198,14.997,0.872,0.15,0.148,0,1,0.421,0.639,0.361,0.532,27.0717,32.2967,0.193,0,0,250.217,265.878,299.907,100075,109,10264,521.247,204.936,17820.411
1050,5,1258,D58-69,340,7,49,15.545,13.329,0.857,0.143,0.143,0,1,0.013,0.675,0.325,0.284,26.0024,28.5681,0.0987,0,0,262.253,299.112,310.047,100124,109,10265,517.14,202.427,17827.341
1051,5,1051,D77-86,220,5,31,15.549,13.55,0.871,0.161,0.158,0,1,0.189,0.684,0.316,0.363,42.0056,19.0805,0.5458,1,0,243.103,277.21,295.838,100175,109,10266,531.794,210.321,17834.094
1052,5,1293,D10-18,420,9,60,12.463,10.706,0.859,0.15,0.149,0,1,0.201,0.681,0.319,0.346,40.4322,44.5683,0.1023,0,0,234.658,283.579,312.85,100225,109,10267,496.893,196.413,17844.476
1053,5,1315,D26-35,300,6,43,12.892,11.497,0.892,0.14,0.136,0,1,0.226,0.668,0.332,0.304,19.4889,30.2166,0.5505,1,0,263.015,309.719,313.267,100273,109,10268,527.951,205.713,17853.767
1054,5,1251,D47-58,220,5,31,13.922,11.992,0.861,0.161,0.159,0,1,0.08,0.655,0.345,0.154,35.298,21.3104,0.3963,1,0,246.297,285.016,308.521,100324,109,10269,509.692,202.586,17862.545
1055,5,1366,D35-47,380,9,54,15.872,13.344,0.841,0.167,0.166,0,1,0.291,0.683,0.317,0.506,27.0717,32.5861,0.2037,1,0,247.755,285.358,299.346,100375,109,10270,549.011,217.154,17869.598
1056,5,1276,D86-94,380,8,54,15.162,13.484,0.889,0.148,0.144,0,1,0.396,0.661,0.339,0.35,37.0103,33.0383,0.1073,0,0,266.619,284.899,304.567,100424,109,10271,500.593,197.43,17876.358
1057,5,1305,D69-77,420,9,60,15.891,13.986,0.88,0.15,0.147,0,1,0.477,0.69,0.31,0.594,38.0293,34.9534,0.0809,0,0,258.736,281.281,333.722,100474,109,10272,511.452,201.508,17882.476
1058,5,1220,D47-58,260,6,37,16.001,13.659,0.854,0.162,0.161,0,1,0.024,0.674,0.326,0.28,21.3104,21.9457,0.0298,0,0,226.692,272.29,269.685,100525,109,10273,507.793,202.052,17889.092
1059,5,1293,D69-77,380,8,54,14.75,12.411,0.841,0.148,0.149,0,1,0.121,0.64,0.36,0.284,38.0293,33.9624,0.1069,0,0,252.308,296.092,286.051,100574,109,10274,488.023,193.03,17897.247
1060,5,1239,D10-18,300,6,43,16.979,15.056,0.887,0.14,0.137,0,1,0.364,0.672,0.328,0.351,40.4322,22.9436,0.4325,1,0,259.368,277.322,301.458,100622,109,10275,483.974,190.321,17901.911
1061,5,1356,D18-26,300,6,43,14.152,12.361,0.873,0.14,0.138,0,1,0.279,0.669,0.331,0.403,45.0877,27.5275,0.3895,1,0,228.869,269.354,289.547,100670,109,10276,511.459,199.941,17910.079
1062,5,1377,D10-18,420,9,60,15.893,13.917,0.876,0.15,0.147,0,1,0.155,0.642,0.358,0.392,22.9436,34.95,0.5233,1,0,248.772,264.744,324.288,100720,109,10277,510.536,201.188,17916.287
1063,5,1393,D26-35,340,7,49,13.26,11.683,0.881,0.143,0.14,0,1,0.156,0.639,0.361,0.355,30.2166,33.4891,0.1083,0,0,233.952,254.873,304.317,100769,109,10278,528.627,206.448,17925.356
1064,5,1164,D69-77,420,9,60,15.138,13.543,0.895,0.15,0.146,0,1,0.045,0.648,0.352,0.105,38.0293,36.6915,0.0352,0,0,232.033,248.966,281.35,100819,109,10279,537.217,210.526,17932.051
1065,5,1141,D77-86,380,8,54,11.354,10.143,0.893,0.148,0.144,0,1,0.174,0.654,0.346,0.306,19.0805,44.1183,1.3122,1,0,225.751,263.055,301.009,100868,109,10280,534.78,209.395,17943.153
1066,5,1120,D26-35,300,6,43,15.016,13.416,0.893,0.14,0.136,0,1,0.206,0.675,0.325,0.213,30.2166,25.9436,0.1414,0,0,247.21,289.86,306.499,100916,109,10281,532.127,207.175,17949.95
1067,5,1097,D18-26,300,6,43,14.301,12.559,0.878,0.14,0.138,0,1,0.024,0.641,0.359,0.222,27.5275,27.2396,0.0105,0,0,235.586,265.985,285.692,100964,109,10282,498.492,195.402,17957.861
1068,5,1345,D47-58,380,8,54,11.842,10.423,0.88,0.148,0.145,0,1,0.379,0.685,0.315,0.328,21.3104,42.3,0.985,1,0,236.925,254.165,310.833,101013,109,10283,499.627,197.092,17968.6
1069,5,1331,D58-69,300,6,43,12.745,10.829,0.85,0.14,0.141,0,1,0.235,0.632,0.368,0.324,26.0024,30.5661,0.1755,0,0,231.571,253.688,263.226,101061,109,10284,493.955,193.814,17978.76
1070,5,1165,D35-47,260,6,37,13.152,10.88,0.827,0.162,0.163,0,1,0.431,0.662,0.338,0.437,32.5861,26.6997,0.1806,0,0,271.73,307.692,345.263,101112,109,10285,513.304,203.981,17988.989
1071,5,1358,D47-58,260,6,37,12.21,10.255,0.84,0.162,0.162,0,1,0.358,0.696,0.304,0.39,42.3,28.7604,0.3201,1,0,253.49,299.721,283.907,101163,109,10286,532.005,210.526,18000.031
1072,5,1062,D10-18,220,5,31,13.879,11.743,0.846,0.161,0.161,0,1,0.199,0.668,0.332,0.381,34.95,21.377,0.3884,1,0,251.028,275.049,309.789,101214,109,10287,519.375,205.975,18009.133
1073,5,1291,D26-35,220,5,31,16.198,14.319,0.884,0.161,0.157,0,1,0.493,0.659,0.341,0.554,30.2166,18.3169,0.3938,1,0,220.601,267.411,267.928,101265,109,10288,537.687,212.384,18014.886
