# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=502 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.296906Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
925,4,1222,D94-105,460,10,66,14.056,12.096,0.861,0.152,0.15,0,1,0.316,0.678,0.322,0.358,34.1853,43.3946,0.2694,1,0,238.859,260.851,274.895,93654,106,10065,491.044,194.593,16685.438
926,4,1220,D18-26,220,5,31,12.932,10.904,0.843,0.161,0.161,0,1,0.358,0.668,0.332,0.381,30.9349,22.9432,0.2583,1,0,224.066,270.738,269.168,93705,106,10066,517.434,205.295,16695.63
927,4,1191,D35-47,460,10,66,17.182,15.091,0.878,0.152,0.149,0,1,0.103,0.679,0.321,0.202,47.7177,35.5,0.256,1,0,235.544,266.479,306.76,93755,106,10067,528.462,207.689,16700.321
928,4,1098,D18-26,420,11,60,14.362,11.435,0.796,0.183,0.185,0,1,0.482,0.664,0.336,0.434,22.9432,40.95,0.7848,1,0,282.999,329.445,329.778,93808,106,10068,532.806,213.982,16709.955
929,4,1347,D10-18,380,8,54,14.002,11.96,0.854,0.148,0.148,0,1,0.115,0.705,0.295,0.155,24.0685,35.7763,0.4864,1,0,223.867,266.291,291.46,93857,106,10069,484.413,191.767,16718.697
930,4,1289,D94-105,300,6,43,13.176,11.15,0.846,0.14,0.141,0,1,0.392,0.673,0.327,0.572,43.3946,29.567,0.3186,1,0,220.844,255.349,279.818,93905,106,10070,532.513,207.31,16728.438
931,4,1370,D58-69,300,6,43,14.701,12.747,0.867,0.14,0.139,0,1,0.158,0.675,0.325,0.223,32.1616,26.4986,0.1761,0,0,220.443,259.389,263.968,93953,106,10071,521.922,203.603,16736.104
932,4,1234,D18-26,420,9,60,15.38,12.963,0.843,0.15,0.151,0,1,0.115,0.693,0.307,0.291,40.95,36.1162,0.118,0,0,219.868,247.956,296.857,94003,106,10072,538.516,210.98,16743.553
933,4,1087,D94-105,460,10,66,15.228,13.129,0.862,0.152,0.15,0,1,0.264,0.685,0.315,0.492,29.567,40.0544,0.3547,1,0,274.244,300.629,323.577,94053,106,10073,489.696,194.121,16750.794
934,4,1131,D86-94,460,10,66,16.445,14.562,0.885,0.152,0.148,0,1,0.159,0.641,0.359,0.279,26.1976,37.0916,0.4158,1,0,259.6,303.602,335.021,94103,106,10074,518.245,204.113,16756.173
935,4,1111,D58-69,300,7,43,13.204,11.242,0.851,0.163,0.161,0,1,0.282,0.653,0.347,0.286,32.1616,30.7194,0.0448,0,0,248.621,265.545,279.044,94154,106,10075,492.148,196.671,16765.936
936,4,1236,D10-18,220,5,31,14.342,12.612,0.879,0.161,0.157,0,1,0.31,0.669,0.331,0.485,35.7763,20.6875,0.4218,1,0,271.486,300.694,331.151,94205,106,10076,497.666,198.377,16773.908
937,4,1309,D35-47,460,10,66,15.267,12.787,0.838,0.152,0.153,0,1,0.492,0.702,0.298,0.433,35.5,39.9531,0.1254,0,0,220.726,240.28,268.431,94255,106,10077,537.032,210.689,16781.593
938,4,1014,D10-18,420,9,60,14.167,11.938,0.843,0.15,0.151,0,1,0.326,0.671,0.329,0.3,20.6875,39.2076,0.8952,1,0,269.054,306.034,338.297,94305,106,10078,490.901,194.315,16790.374
939,4,1351,D77-86,300,7,43,15.409,12.736,0.827,0.163,0.164,0,1,0.421,0.679,0.321,0.507,32.6753,26.3238,0.1944,0,0,219.203,251.395,259.493,94356,106,10079,519.201,206.139,16798.195
940,4,1157,D47-58,340,7,49,13.878,11.775,0.848,0.143,0.144,0,1,0.231,0.654,0.346,0.343,29.4738,31.9984,0.0857,0,0,252.479,289.664,296.444,94405,106,10080,504.084,197.858,16807.145
941,4,1024,D18-26,300,6,43,15.914,14.036,0.882,0.14,0.137,0,1,0.453,0.678,0.322,0.603,40.95,24.4798,0.4022,1,0,226.042,263.305,270.04,94453,106,10081,507.331,198.496,16813.135
942,4,1100,D35-47,380,8,54,15.251,13.436,0.881,0.148,0.145,0,1,0.465,0.7,0.3,0.488,35.5,32.8462,0.0748,0,0,232.838,261.271,283.798,94502,106,10082,486.547,192.514,16819.957
943,4,1130,D69-77,300,6,43,13.059,11.606,0.889,0.14,0.137,0,1,0.139,0.65,0.35,0.332,26.3846,29.8298,0.1306,0,0,260.39,282.781,323.549,94550,106,10083,498.218,195.306,16829.107
944,4,1232,D10-18,420,9,60,14.673,12.876,0.878,0.15,0.147,0,1,0.184,0.656,0.344,0.423,39.2076,37.8554,0.0345,0,0,262.975,278.558,313.645,94600,106,10084,500.223,197.578,16836.668
945,4,1109,D18-26,460,10,66,13.033,11.731,0.9,0.152,0.146,0,1,0.012,0.648,0.352,0.114,24.4798,46.7994,0.9118,1,0,242.197,289.827,282.872,94650,106,10085,512.595,202.136,16845.727
946,4,1371,D86-94,260,6,37,12.846,10.652,0.829,0.162,0.163,0,1,0.252,0.684,0.316,0.275,37.0916,27.3369,0.263,1,0,233.744,260.586,267.526,94701,106,10086,493.712,197.124,16856.252
947,4,1270,D10-18,460,11,66,11.952,9.721,0.813,0.167,0.169,0,1,0.272,0.684,0.316,0.337,39.2076,52.3869,0.3361,1,0,261.758,287.281,340.801,94752,106,10087,523.734,208.307,16868.015
948,4,1334,D58-69,460,10,66,13.792,11.672,0.846,0.152,0.152,0,1,0.17,0.641,0.359,0.381,32.1616,44.2254,0.3751,1,0,264.906,311.159,301.626,94802,106,10088,521.607,205.29,16877.151
949,4,1103,D10-18,340,7,49,13.013,11.21,0.861,0.143,0.142,0,1,0.472,0.65,0.35,0.525,52.3869,34.1256,0.3486,1,0,231.474,258.113,309.169,94851,106,10089,503.056,197.498,16886.835
950,4,1380,D69-77,220,5,31,14.821,12.537,0.846,0.161,0.161,0,1,0.167,0.658,0.342,0.264,26.3846,20.0179,0.2413,1,0,238.806,286.823,305.902,94902,106,10090,488.524,195.177,16894.905
951,4,1300,D94-105,380,8,54,13.695,12.058,0.88,0.148,0.145,0,1,0.384,0.676,0.324,0.456,40.0544,36.5779,0.0868,0,0,269.691,303.026,311.147,94951,106,10091,501.88,197.88,16903.519
952,4,1278,D86-94,380,8,54,14.529,12.834,0.883,0.148,0.145,0,1,0.163,0.693,0.307,0.201,27.3369,34.4782,0.2612,1,0,248.4,296.654,326.384,95000,106,10092,497.557,196.367,16911.124
953,4,1329,D10-18,460,10,66,17.418,15.453,0.887,0.152,0.148,0,1,0.406,0.681,0.319,0.446,34.1256,35.0193,0.0262,0,0,257.198,276.847,321.637,95050,106,10093,492.447,195.084,16915.344
954,4,1110,D18-26,220,5,31,13.62,11.76,0.863,0.161,0.159,0,1,0.011,0.707,0.293,0.299,46.7994,21.783,0.5345,1,0,222.074,243.399,287.78,95101,106,10094,526.567,208.492,16924.424
955,4,1355,D47-58,460,10,66,15.844,13.29,0.839,0.152,0.152,0,1,0.385,0.625,0.375,0.412,29.4738,38.4977,0.3062,1,0,223.038,242.178,275.82,95151,106,10095,496.579,196.53,16931.456
956,4,1127,D86-94,380,8,54,13.313,11.548,0.867,0.148,0.147,0,1,0.229,0.633,0.367,0.278,34.4782,37.6272,0.0913,0,0,252.313,291.025,288.321,95200,106,10096,516.079,202.85,16940.732
957,4,1119,D58-69,460,10,66,11.588,10.435,0.901,0.152,0.146,0,1,0.194,0.623,0.377,0.326,44.2254,52.638,0.1902,0,0,261.179,276.928,305.503,95250,106,10097,540.395,211.866,16951.476
958,4,1258,D10-18,300,7,43,16.581,14.005,0.845,0.163,0.162,0,1,0.125,0.652,0.348,0.412,34.1256,24.4635,0.2831,1,0,253.902,294.214,288.468,95301,106,10098,498.885,199.028,16957.646
959,4,1328,D10-18,260,6,37,13.118,11.137,0.849,0.162,0.161,0,1,0.102,0.661,0.339,0.309,24.4635,26.7701,0.0943,0,0,228.249,256.523,269.203,95352,106,10099,495.684,197.814,16967.541
960,5,1230,D35-47,420,9,60,14.433,12.76,0.884,0.15,0.147,0,1,0.472,0.688,0.312,0.462,35.5,38.4857,0.0841,0,0,227.936,269.112,262.106,95402,106,10100,501.535,198.037,16975.253
961,5,1127,D10-18,300,6,43,11.926,10.313,0.865,0.14,0.139,0,1,0.14,0.702,0.298,0.259,24.4635,32.6645,0.3352,1,0,216.191,241.406,272.601,95450,106,10101,522.279,203.728,16986.083
962,5,1283,D86-94,300,6,43,14.295,12.618,0.883,0.14,0.137,0,1,0.485,0.632,0.368,0.537,34.4782,27.2511,0.2096,1,0,255.364,285.506,316.896,95498,106,10102,522.978,203.973,16993.916
963,5,1024,D94-105,460,10,66,13.458,12.155,0.903,0.152,0.146,0,1,0.077,0.635,0.365,0.389,40.0544,45.324,0.1316,0,0,222.467,250.461,296.424,95548,106,10103,483.311,191.886,17002.424
964,5,1190,D86-94,340,7,49,17.523,15.854,0.905,0.143,0.138,0,1,0.246,0.685,0.315,0.325,27.2511,25.343,0.07,0,0,253.357,286.304,331.09,95597,106,10104,489.87,192.883,17006.072
965,5,1260,D69-77,340,7,49,14.7,12.445,0.847,0.143,0.144,0,1,0.197,0.666,0.334,0.388,20.0179,30.2106,0.5092,1,0,246.176,293.907,277.741,95646,106,10105,499.517,196.259,17014.151
966,5,1090,D94-105,460,10,66,14.574,12.465,0.855,0.152,0.151,0,1,0.056,0.673,0.327,0.353,40.0544,41.8513,0.0449,0,0,244.358,275.757,305.679,95696,106,10106,508.561,200.724,17022.256
967,5,1136,D18-26,340,8,49,16.302,13.665,0.838,0.163,0.163,0,1,0.465,0.645,0.355,0.394,21.783,28.223,0.2956,1,0,255.289,277.046,311.066,95747,106,10107,523.303,207.646,17028.871
968,5,1022,D69-77,460,10,66,13.189,11.882,0.901,0.152,0.146,0,1,0.213,0.663,0.337,0.346,30.2106,46.2489,0.5309,1,0,269.473,294.999,309.517,95797,106,10108,495.567,196.176,17037.733
969,5,1268,D86-94,220,5,31,15.662,13.618,0.869,0.161,0.158,0,1,0.361,0.654,0.346,0.538,27.2511,18.9429,0.3049,1,0,252.535,287.997,308.347,95848,106,10109,533.387,210.879,17044.397
970,5,1215,D10-18,220,5,31,13.671,11.532,0.844,0.161,0.161,0,1,0.397,0.672,0.328,0.434,32.6645,21.7029,0.3356,1,0,247.493,294.58,300.957,95899,106,10110,506.655,201.523,17053.773
971,5,1221,D94-105,260,6,37,14.311,12.361,0.864,0.162,0.16,0,1,0.127,0.665,0.335,0.195,40.0544,24.5375,0.3874,1,0,235.54,256.793,289.539,95950,106,10111,533.795,211.152,17062.076
972,5,1183,D35-47,300,6,43,12.732,10.978,0.862,0.14,0.139,0,1,0.431,0.702,0.298,0.513,35.5,30.5978,0.1381,0,0,248.988,296.039,302.513,95998,106,10112,506.042,198.045,17072.043
973,5,1312,D47-58,300,7,43,13.262,11.166,0.842,0.163,0.162,0,1,0.423,0.671,0.329,0.498,38.4977,30.5851,0.2055,1,0,249.863,295.196,297.961,96049,106,10113,547.223,215.947,17081.904
974,5,1039,D69-77,380,8,54,14.66,12.29,0.838,0.148,0.15,0,1,0.468,0.678,0.322,0.458,46.2489,34.1689,0.2612,1,0,226.932,258.456,297.717,96098,106,10114,480.032,190.233,17090.215
975,5,1371,D69-77,300,6,43,12.228,11.008,0.9,0.14,0.136,0,1,0.232,0.669,0.331,0.457,34.1689,31.8593,0.0676,0,0,245.272,289.842,310.906,96146,106,10115,497.878,195.188,17100.143
976,5,1241,D94-105,340,8,49,14.992,12.777,0.852,0.163,0.162,0,1,0.344,0.673,0.327,0.332,24.5375,30.6894,0.2507,1,0,278.528,296.806,350.611,96197,106,10116,522.201,207.26,17107.912
977,5,1325,D58-69,420,9,60,13.617,11.886,0.873,0.15,0.148,0,1,0.23,0.664,0.336,0.277,44.2254,40.792,0.0776,0,0,267.402,292.844,327.329,96247,106,10117,495.809,196.033,17116.759
978,5,1286,D18-26,420,9,60,14.204,12.594,0.887,0.15,0.146,0,1,0.481,0.646,0.354,0.482,28.223,39.1053,0.3856,1,0,262.512,280.929,307.728,96297,106,10118,514.526,202.584,17124.687
979,5,1058,D47-58,300,6,43,15.33,13.064,0.852,0.14,0.14,0,1,0.245,0.66,0.34,0.477,30.5851,25.412,0.1691,0,0,270.082,313.497,307.218,96345,106,10119,501.331,196.396,17131.941
980,5,1283,D69-77,340,7,49,12.646,11.302,0.894,0.143,0.139,0,1,0.076,0.653,0.347,0.276,34.1689,35.1172,0.0278,0,0,217.787,256.053,258.361,96394,106,10120,481.298,189.883,17141.505
981,5,1010,D18-26,260,6,37,15.639,13.803,0.883,0.162,0.158,0,1,0.465,0.665,0.335,0.534,39.1053,22.4535,0.4258,1,0,230.453,272.406,265.283,96445,106,10121,528.765,209.392,17147.935
982,5,1229,D77-86,460,10,66,12.777,11.169,0.874,0.152,0.149,0,1,0.453,0.69,0.31,0.421,32.6753,47.7388,0.461,1,0,271.028,319.764,350.134,96495,106,10122,538.954,211.361,17157.724
983,5,1121,D69-77,420,9,60,16.305,13.89,0.852,0.15,0.15,0,1,0.449,0.675,0.325,0.37,34.1689,34.066,0.003,0,0,249.72,298.047,289.223,96545,106,10123,521.982,205.194,17163.967
984,5,1105,D10-18,380,8,54,16.07,13.767,0.857,0.148,0.148,0,1,0.435,0.633,0.367,0.63,21.7029,31.1728,0.4363,1,0,261.298,310.723,327.352,96594,106,10124,514.823,202.41,17170.358
985,5,1327,D35-47,420,9,60,13.601,11.958,0.879,0.15,0.147,0,1,0.147,0.647,0.353,0.368,35.5,40.8402,0.1504,0,0,226.865,244.838,304.886,96644,106,10125,529.65,207.877,17179.113
986,5,1078,D69-77,300,7,43,14.792,12.152,0.822,0.163,0.164,0,1,0.235,0.702,0.298,0.401,34.1689,27.4222,0.1975,0,0,278.08,298.279,318.669,96695,106,10126,493.611,197.182,17187.692
987,5,1097,D18-26,460,10,66,17.469,14.832,0.849,0.152,0.151,0,1,0.262,0.666,0.334,0.422,22.4535,34.9162,0.555,1,0,234.808,274.183,279.783,96745,106,10127,506.033,199.839,17192.72
988,5,1396,D58-69,420,9,60,13.23,11.113,0.84,0.15,0.151,0,1,0.035,0.682,0.318,0.181,44.2254,41.9833,0.0507,0,0,274.399,302.891,338.805,96795,106,10128,486.55,192.792,17202.573
989,5,1002,D47-58,220,5,31,14.272,12.222,0.856,0.161,0.16,0,1,0.437,0.669,0.331,0.559,30.5851,20.7881,0.3203,1,0,273.482,307.715,346.441,96846,106,10129,538.812,212.778,17211.052
990,5,1390,D18-26,380,8,54,12.948,10.795,0.834,0.148,0.15,0,1,0.206,0.664,0.336,0.442,34.9162,38.6884,0.108,0,0,239.813,274.824,278.793,96895,106,10130,487.029,192.682,17221.308
991,5,1101,D18-26,420,9,60,15.364,13.077,0.851,0.15,0.15,0,1,0.054,0.661,0.339,0.363,34.9162,36.153,0.0354,0,0,219.028,264.806,292.439,96945,106,10131,530.628,208.22,17228.608
992,5,1288,D18-26,340,7,49,15.069,13.07,0.867,0.143,0.142,0,1,0.254,0.677,0.323,0.299,34.9162,29.4695,0.156,0,0,223.159,254.753,281.882,96994,106,10132,516.169,202.088,17235.874
993,5,1358,D35-47,220,5,31,16.476,13.915,0.845,0.161,0.161,0,1,0.027,0.683,0.317,0.212,35.5,18.0079,0.4927,1,0,218.811,241.484,273.309,97045,106,10133,510.095,202.727,17242.151
994,5,1292,D77-86,220,5,31,13.929,12.353,0.887,0.161,0.156,0,1,0.343,0.66,0.34,0.495,47.7388,21.3001,0.5538,1,0,250.939,282.058,301.808,97096,106,10134,534.632,211.315,17250.461
995,5,1258,D47-58,300,6,43,15.565,13.247,0.851,0.14,0.14,0,1,0.441,0.673,0.327,0.482,20.7881,25.0285,0.204,1,0,215.64,231.175,270.091,97144,106,10135,518.877,202.537,17257.476
996,5,1295,D94-105,460,10,66,14.338,12.473,0.87,0.152,0.149,0,1,0.039,0.654,0.346,0.202,30.6894,42.5402,0.3862,1,0,256.884,300.898,325.034,97194,106,10136,540.62,211.944,17265.57
997,5,1066,D26-35,340,7,49,15.724,14.085,0.896,0.143,0.139,0,1,0.457,0.638,0.362,0.65,28.9821,28.242,0.0255,0,0,264.705,308.962,340.408,97243,106,10137,483.409,190.622,17271.517
998,5,1054,D26-35,260,6,37,14.869,12.397,0.834,0.162,0.163,0,1,0.246,0.686,0.314,0.395,28.9821,23.6174,0.1851,0,0,252.912,279.874,289.143,97294,106,10138,494.23,197.305,17279.774
999,5,1042,D77-86,260,6,37,11.876,10.134,0.853,0.162,0.161,0,1,0.254,0.704,0.296,0.32,21.3001,29.5683,0.3882,1,0,249.681,290.869,310.7,97345,106,10139,500.368,199.453,17290.973
1000,5,1259,D47-58,460,10,66,15.307,12.829,0.838,0.152,0.153,0,1,0.105,0.696,0.304,0.253,25.0285,39.8476,0.5921,1,0,218.55,238.902,291.089,97395,106,10140,513.633,202.499,17298.604
1001,5,1038,D58-69,220,5,31,14.56,12.719,0.874,0.161,0.158,0,1,0.34,0.681,0.319,0.514,44.2254,20.3769,0.5392,1,0,222.707,243.296,298.644,97446,106,10141,541.069,213.568,17306.436
1002,5,1353,D69-77,260,6,37,16.564,13.939,0.842,0.162,0.162,0,1,0.344,0.649,0.351,0.484,34.1689,21.2009,0.3795,1,0,239.284,269.677,294.07,97497,106,10142,533.638,211.097,17312.688
1003,5,1289,D47-58,340,7,49,16.738,14.617,0.873,0.143,0.141,0,1,0.216,0.694,0.306,0.294,39.8476,26.5307,0.3342,1,0,251.88,296.542,298.639,97546,106,10143,531.946,207.61,17317.943
1004,5,1243,D69-77,260,6,37,13.606,11.227,0.825,0.162,0.163,0,1,0.368,0.67,0.33,0.444,21.2009,25.8088,0.2173,1,0,240.804,272.829,312.813,97597,106,10144,496.972,198.265,17327.72
1005,5,1107,D18-26,340,7,49,15.292,13.576,0.888,0.143,0.14,0,1,0.179,0.689,0.311,0.372,34.9162,29.0393,0.1683,0,0,217.512,261.592,289.558,97646,106,10145,526.36,205.654,17334.329
1006,5,1101,D77-86,460,10,66,15.009,13.45,0.896,0.152,0.147,0,1,0.474,0.664,0.336,0.645,29.5683,40.638,0.3744,1,0,243.008,285.501,322.853,97696,106,10146,513.443,202.432,17341.154
1007,5,1155,D77-86,460,10,66,15.229,13.703,0.9,0.152,0.146,0,1,0.21,0.638,0.362,0.241,40.638,40.0515,0.0144,0,0,228.264,254.369,304.587,97746,106,10147,519.803,204.658,17347.648
1008,5,1157,D69-77,340,7,49,14.599,13.293,0.911,0.143,0.138,0,1,0.426,0.703,0.297,0.442,25.8088,30.4185,0.1786,0,0,218.203,243.813,297.122,97795,106,10148,476.8,188.309,17354.625
1009,5,1390,D86-94,300,6,43,15.105,13.46,0.891,0.14,0.136,0,1,0.349,0.662,0.338,0.392,18.9429,25.7907,0.3615,1,0,231.985,262.098,302.299,97843,106,10149,505.515,197.86,17361.365
1010,5,1104,D18-26,380,8,54,15.677,13.525,0.863,0.148,0.147,0,1,0.219,0.666,0.334,0.477,34.9162,31.9523,0.0849,0,0,216.908,245.255,247.203,97892,106,10150,496.799,196.102,17368.071
1011,5,1266,D18-26,460,10,66,13.672,11.432,0.836,0.152,0.153,0,1,0.478,0.667,0.333,0.475,34.9162,44.6122,0.2777,1,0,231.151,279.423,291.196,97942,106,10151,485.111,192.516,17377.518
1012,5,1091,D94-105,300,6,43,13.403,11.357,0.847,0.14,0.141,0,1,0.471,0.679,0.321,0.614,42.5402,29.0663,0.3167,1,0,225.751,256.207,275.824,97990,106,10152,488.01,191.734,17386.992
1013,5,1347,D47-58,420,9,60,13.461,11.306,0.84,0.15,0.151,0,1,0.498,0.671,0.329,0.461,26.5307,41.2627,0.5553,1,0,224.287,243.894,257.941,98040,106,10153,485.197,192.319,17396.594
1014,5,1380,D94-105,420,9,60,18.349,15.487,0.844,0.15,0.151,0,1,0.018,0.673,0.327,0.096,29.0663,30.2711,0.0414,0,0,237.708,262.987,304.675,98090,106,10154,500.615,197.715,17400.761
1015,5,1116,D58-69,460,10,66,14.272,12.607,0.883,0.152,0.148,0,1,0.181,0.675,0.325,0.314,20.3769,42.7385,1.0974,1,0,234.29,256.86,313.179,98140,106,10155,521.983,205.421,17408.682
1016,5,1398,D69-77,460,10,66,14.622,12.543,0.858,0.152,0.151,0,1,0.086,0.683,0.317,0.139,25.8088,41.7146,0.6163,1,0,265.101,307.901,305.99,98190,106,10156,500.352,197.85,17416.684
1017,5,1352,D26-35,420,10,60,15.121,12.87,0.851,0.167,0.165,0,1,0.145,0.641,0.359,0.423,28.9821,37.8053,0.3044,1,0,272.458,313.727,319.18,98241,106,10157,506.399,202.24,17424.354
1018,5,1010,D26-35,460,10,66,16.053,13.932,0.868,0.152,0.15,0,1,0.162,0.634,0.366,0.372,37.8053,37.9966,0.0051,0,0,220.347,248.72,254.844,98291,106,10158,515.547,203.169,17430.55
1019,5,1268,D26-35,380,8,54,14.601,12.361,0.847,0.148,0.149,0,1,0.196,0.657,0.343,0.226,37.8053,34.3089,0.0925,0,0,238.717,274.761,285.912,98340,106,10159,522.12,204.964,17438.769
1020,5,1249,D94-105,300,6,43,15.68,14.222,0.907,0.14,0.135,0,1,0.384,0.647,0.353,0.427,29.0663,24.8451,0.1452,0,0,261.689,288.918,298.073,98388,106,10160,491.639,193.004,17444.519
1021,5,1217,D26-35,260,6,37,13.249,11.282,0.852,0.162,0.161,0,1,0.032,0.665,0.335,0.173,37.8053,26.5057,0.2989,1,0,253.224,278.223,291.33,98439,106,10161,514.688,204.465,17454.224
1022,5,1191,D26-35,380,8,54,14.182,12.266,0.865,0.148,0.147,0,1,0.359,0.693,0.307,0.539,26.5057,35.3224,0.3326,1,0,274.093,315.774,313.864,98488,106,10162,498.343,196.642,17462.568
1023,5,1331,D47-58,260,6,37,12.029,9.965,0.828,0.162,0.163,0,1,0.274,0.671,0.329,0.36,41.2627,29.1926,0.2925,1,0,270.504,314.823,342.466,98539,106,10163,493.799,197.154,17473.986
1024,5,1269,D94-105,260,6,37,15.381,13.397,0.871,0.162,0.159,0,1,0.267,0.67,0.33,0.346,29.0663,22.8307,0.2145,1,0,267.562,291.458,345.841,98590,106,10164,502.373,200.155,17480.943
1025,5,1234,D10-18,460,10,66,14.049,12.16,0.866,0.152,0.15,0,1,0.47,0.65,0.35,0.417,31.1728,43.4151,0.3927,1,0,266.727,316.484,310.958,98640,106,10165,521.953,205.411,17489.444
1026,5,1055,D35-47,380,8,54,16.895,14.963,0.886,0.148,0.145,0,1,0.233,0.635,0.365,0.494,18.0079,29.6497,0.6465,1,0,270.967,315.704,305.74,98689,106,10166,533.747,209.034,17494.28
1027,5,1105,D58-69,420,9,60,15.552,13.282,0.854,0.15,0.15,0,1,0.132,0.64,0.36,0.354,42.7385,35.7165,0.1643,0,0,220.462,259.087,286.223,98739,106,10167,484.622,192.118,17501.314
1028,5,1200,D86-94,420,9,60,13.677,12.015,0.879,0.15,0.147,0,1,0.446,0.659,0.341,0.476,25.7907,40.6118,0.5747,1,0,265.342,302.658,310.048,98789,106,10168,511.532,201.536,17509.994
1029,5,1132,D77-86,340,7,49,13.296,11.188,0.842,0.143,0.144,0,1,0.398,0.656,0.344,0.431,40.638,33.4008,0.1781,0,0,231.847,279.044,274.117,98838,106,10169,519.099,203.113,17519.706
1030,5,1170,D26-35,260,6,37,14.474,11.97,0.827,0.162,0.163,0,1,0.2,0.692,0.308,0.211,35.3224,24.2622,0.3131,1,0,237.315,271.261,307.03,98889,106,10170,490.884,196.134,17528.518
1031,5,1365,D10-18,300,6,43,14.387,12.724,0.884,0.14,0.137,0,1,0.017,0.631,0.369,0.235,43.4151,27.0769,0.3763,1,0,255.544,304.846,335.04,98937,106,10171,531.705,207.027,17536.215
1032,5,1361,D35-47,340,7,49,13.548,11.427,0.843,0.143,0.144,0,1,0.395,0.689,0.311,0.536,29.6497,32.7794,0.1056,0,0,225.076,248.086,278.461,98986,106,10172,508.408,199.371,17545.617
1033,5,1030,D69-77,260,6,37,13.758,11.604,0.843,0.162,0.162,0,1,0.157,0.674,0.326,0.27,41.7146,25.5238,0.3881,1,0,267.614,299.937,346.063,99037,106,10173,519.628,206.194,17554.905
1034,5,1377,D58-69,300,6,43,14.343,12.641,0.881,0.14,0.137,0,1,0.476,0.647,0.353,0.6,42.7385,27.1602,0.3645,1,0,270.227,297.032,339.117,99085,106,10174,501.928,196.605,17562.708
1035,5,1300,D69-77,300,6,43,14.482,12.854,0.888,0.14,0.137,0,1,0.174,0.646,0.354,0.223,25.5238,26.9005,0.0539,0,0,236.055,268.825,312.915,99133,106,10175,518.182,202.294,17570.236
1036,5,1149,D94-105,220,5,31,15.18,12.963,0.854,0.161,0.16,0,1,0.382,0.651,0.349,0.449,22.8307,19.5449,0.1439,0,0,246.229,281.726,288.006,99184,106,10176,502.534,200.08,17577.751
1037,5,1242,D18-26,420,9,60,13.944,12.257,0.879,0.15,0.147,0,1,0.36,0.687,0.313,0.507,44.6122,39.8357,0.1071,0,0,270.38,310.407,331.211,99234,106,10177,499.232,197.231,17586.117
1038,5,1196,D35-47,220,5,31,13.087,11.264,0.861,0.161,0.159,0,1,0.017,0.669,0.331,0.224,29.6497,22.6708,0.2354,1,0,247.711,288.151,300.604,99285,106,10178,512.053,203.412,17595.841
1039,5,1182,D94-105,380,8,54,15.289,13.416,0.877,0.148,0.146,0,1,0.427,0.648,0.352,0.452,22.8307,32.7635,0.4351,1,0,257.571,306.951,312.649,99334,106,10179,482.836,191.215,17602.689
1040,5,1068,D94-105,380,8,54,15.794,13.629,0.863,0.148,0.147,0,1,0.389,0.647,0.353,0.492,32.7635,31.7169,0.0319,0,0,252.487,281.655,316.699,99383,106,10180,514.821,202.409,17609.26
1041,5,1146,D18-26,460,10,66,13.603,11.535,0.848,0.152,0.152,0,1,0.334,0.658,0.342,0.444,44.6122,44.8384,0.0051,0,0,236.16,261.353,292.252,99433,106,10181,505.356,199.602,17618.574
1042,5,1044,D47-58,220,5,31,13.256,11.336,0.855,0.161,0.16,0,1,0.495,0.649,0.351,0.449,29.1926,22.3818,0.2333,1,0,274.42,315.111,353.915,99484,106,10182,497.597,198.353,17628.206
1043,5,1200,D58-69,380,8,54,13.953,11.733,0.841,0.148,0.149,0,1,0.004,0.672,0.328,0.306,27.1602,35.9022,0.3219,1,0,226.665,251.432,265.137,99533,106,10183,494.966,195.46,17637.242
1044,5,1038,D35-47,340,7,49,15.459,14.075,0.91,0.143,0.138,0,1,0.405,0.68,0.32,0.406,22.6708,28.7271,0.2671,1,0,247.354,266.581,327.006,99582,106,10184,482.647,190.355,17643.201
1045,5,1060,D35-47,380,8,54,12.636,10.872,0.86,0.148,0.147,0,1,0.401,0.648,0.352,0.55,28.7271,39.6428,0.38,1,0,244.822,287.688,287.507,99631,106,10185,518.406,203.664,17653.357
1046,5,1179,D86-94,340,7,49,14.593,13.127,0.9,0.143,0.139,0,1,0.275,0.685,0.315,0.381,40.6118,30.4314,0.2507,1,0,258.597,295.849,316.081,99680,106,10186,505.427,198.328,17660.549
1047,5,1213,D47-58,340,7,49,13.607,11.887,0.874,0.143,0.141,0,1,0.209,0.662,0.338,0.286,22.3818,32.6367,0.4582,1,0,241.347,259.284,319.656,99729,106,10187,522.05,204.146,17669.353
