# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=505 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.499430Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
980,5,1391,D26-35,340,7,49,13.872,11.921,0.859,0.143,0.143,0,1,0.371,0.667,0.333,0.396,36.7756,32.0131,0.1295,0,0,266.243,303.223,343.548,96702,111,10180,532.413,207.773,17242.905
981,5,1399,D18-26,220,5,31,13.334,11.364,0.852,0.161,0.16,0,1,0.34,0.677,0.323,0.394,23.532,22.2501,0.0545,0,0,250.223,287.174,300.251,96753,111,10181,500.873,199.499,17252.499
982,5,1004,D10-18,420,9,60,15.925,13.565,0.852,0.15,0.15,0,1,0.47,0.633,0.367,0.506,26.4222,34.8782,0.32,1,0,239.954,274.281,306.816,96803,111,10182,531.83,208.64,17259.165
983,5,1293,D35-47,420,9,60,15.453,13.214,0.855,0.15,0.149,0,1,0.288,0.64,0.36,0.333,26.145,35.9438,0.3748,1,0,262.666,293.4,297.616,96853,111,10183,532.13,208.746,17266.286
984,5,1319,D86-94,260,6,37,16.188,13.494,0.834,0.162,0.163,0,1,0.18,0.66,0.34,0.385,24.1001,21.693,0.0999,0,0,235.949,285.133,303.614,96904,111,10184,492.082,196.553,17273.117
985,5,1027,D86-94,340,7,49,14.403,12.93,0.898,0.143,0.139,0,1,0.389,0.693,0.307,0.342,24.1001,30.8325,0.2794,1,0,250.092,278.07,281.318,96953,111,10185,512.58,200.831,17280.564
986,5,1217,D58-69,300,6,43,15.152,13.173,0.869,0.14,0.139,0,1,0.349,0.684,0.316,0.498,49.001,25.7105,0.4753,1,0,235.156,258.223,307.715,97001,111,10186,512.862,200.432,17287.677
987,5,1167,D86-94,420,9,60,14.118,12.741,0.902,0.15,0.145,0,1,0.389,0.672,0.328,0.579,30.8325,39.3427,0.276,1,0,228.001,258.519,286.135,97051,111,10187,503.989,198.896,17295.414
988,5,1197,D26-35,300,6,43,13.703,12.106,0.884,0.14,0.137,0,1,0.136,0.677,0.323,0.391,36.7756,28.4295,0.2269,1,0,239.906,274.361,294.996,97099,111,10188,479.503,188.756,17303.913
989,5,1008,D47-58,380,8,54,13.613,11.405,0.838,0.148,0.15,0,1,0.366,0.674,0.326,0.427,42.5785,36.7984,0.1358,0,0,264.95,313.787,339.645,97148,111,10189,511.433,201.224,17313.375
990,5,1083,D26-35,340,7,49,15.326,13.104,0.855,0.143,0.143,0,1,0.347,0.662,0.338,0.472,28.4295,28.9764,0.0192,0,0,248.269,285.133,299.328,97197,111,10190,482.622,190.346,17320.598
991,5,1160,D69-77,380,8,54,12.815,10.979,0.857,0.148,0.148,0,1,0.191,0.667,0.333,0.242,41.5038,39.0884,0.0582,0,0,226.016,245.051,305.765,97246,111,10191,493.836,195.065,17330.615
992,5,1177,D58-69,260,6,37,13.029,11.376,0.873,0.162,0.159,0,1,0.456,0.702,0.298,0.603,25.7105,26.9517,0.0483,0,0,242.223,272.323,294.632,97297,111,10192,500.749,199.587,17340.198
993,5,1396,D18-26,460,11,66,16.478,13.919,0.845,0.167,0.166,0,1,0.065,0.648,0.352,0.235,23.532,37.996,0.6147,1,0,225.421,268.166,299.5,97348,111,10193,506.315,202.21,17346.503
994,5,1188,D26-35,340,7,49,15.435,14.028,0.909,0.143,0.138,0,1,0.424,0.677,0.323,0.515,28.4295,28.7713,0.012,0,0,266.019,287.576,320.573,97397,111,10194,510.832,200.22,17352.524
995,5,1270,D18-26,340,7,49,15.663,13.46,0.859,0.143,0.143,0,1,0.228,0.67,0.33,0.455,37.996,28.3532,0.2538,1,0,241.239,258.991,309.344,97446,111,10195,493.07,194.003,17359.284
996,5,1017,D26-35,420,9,60,16.045,13.874,0.865,0.15,0.149,0,1,0.201,0.672,0.328,0.288,28.4295,34.6178,0.2177,1,0,224.343,248.788,288.383,97496,111,10196,498.371,196.93,17365.548
997,5,1350,D47-58,420,9,60,13.801,11.554,0.837,0.15,0.151,0,1,0.453,0.677,0.323,0.488,42.5785,40.2476,0.0547,0,0,259.666,277.015,335.487,97546,111,10197,502.224,198.278,17374.828
998,5,1306,D47-58,340,8,49,15.017,13.256,0.883,0.163,0.159,0,1,0.083,0.679,0.321,0.141,42.5785,30.6368,0.2805,1,0,249.87,297.761,300.86,97597,111,10198,488.677,195.527,17381.975
999,5,1341,D69-77,220,5,31,16.752,14.025,0.837,0.161,0.161,0,1,0.093,0.682,0.318,0.359,41.5038,17.711,0.5733,1,0,225.34,274.412,256.229,97648,111,10199,508.551,202.186,17388.11
1000,5,1082,D94-105,460,10,66,13.021,10.97,0.842,0.152,0.152,0,1,0.183,0.694,0.306,0.213,42.1335,46.8436,0.1118,0,0,230.01,271.126,277.102,97698,111,10200,483.263,191.869,17398.158
1001,5,1340,D26-35,380,8,54,12.941,11.568,0.894,0.148,0.144,0,1,0.222,0.668,0.332,0.444,34.6178,38.7101,0.1182,0,0,219.689,266.999,259.263,97747,111,10201,515.205,202.544,17407.409
1002,5,1134,D86-94,220,5,31,16.01,13.459,0.841,0.161,0.161,0,1,0.003,0.677,0.323,0.14,39.3427,18.5317,0.529,1,0,238.379,271.569,299.82,97798,111,10202,522.528,207.078,17414.279
1003,5,1097,D58-69,380,8,54,14.286,12.703,0.889,0.148,0.144,0,1,0.478,0.671,0.329,0.557,25.7105,35.064,0.3638,1,0,227.166,268.213,296.801,97847,111,10203,490.262,193.814,17422.054
1004,5,1198,D77-86,340,7,49,12.383,11.008,0.889,0.143,0.14,0,1,0.025,0.707,0.293,0.222,34.6514,35.8629,0.035,0,0,235.397,270.403,300.933,97896,111,10204,486.913,191.848,17432.001
1005,5,1129,D94-105,260,6,37,13.974,11.681,0.836,0.162,0.162,0,1,0.152,0.706,0.294,0.245,42.1335,25.13,0.4036,1,0,269.442,291.977,323.241,97947,111,10205,505.354,201.198,17441.188
1006,5,1056,D10-18,300,6,43,13.327,12.093,0.907,0.14,0.135,0,1,0.263,0.645,0.355,0.514,34.8782,29.2302,0.1619,0,0,225.333,274.528,275.318,97995,111,10206,529.551,206.273,17449.704
1007,5,1068,D58-69,300,6,43,15.174,13.635,0.899,0.14,0.136,0,1,0.237,0.657,0.343,0.32,35.064,25.6737,0.2678,1,0,271.736,308.387,305.89,98043,111,10207,494.233,193.912,17456.216
1008,5,1111,D10-18,260,6,37,15.392,12.768,0.829,0.162,0.163,0,1,0.4,0.709,0.291,0.449,34.8782,22.8143,0.3459,1,0,257.403,296.608,319.818,98094,111,10208,536.078,211.952,17463.99
1009,5,1135,D58-69,380,8,54,15.231,13.697,0.899,0.148,0.143,0,1,0.346,0.697,0.303,0.48,25.6737,32.8896,0.2811,1,0,247.031,262.285,320.278,98143,111,10209,531.764,208.34,17470.473
1010,5,1305,D94-105,220,5,31,14.342,12.172,0.849,0.161,0.16,0,1,0.343,0.696,0.304,0.376,25.13,20.687,0.1768,0,0,239.077,284.646,281.093,98194,111,10210,500.632,199.415,17479.017
1011,5,1207,D94-105,420,9,60,14.437,12.887,0.893,0.15,0.146,0,1,0.069,0.684,0.316,0.335,25.13,38.4743,0.531,1,0,244.537,281.504,285.125,98244,111,10211,508.112,200.339,17486.563
1012,5,1243,D77-86,380,8,54,14.99,12.914,0.862,0.148,0.147,0,1,0.25,0.66,0.34,0.24,34.6514,33.4181,0.0356,0,0,238.325,275.671,304.578,98293,111,10212,502.824,198.21,17494.064
1013,5,1111,D77-86,380,8,54,14.84,12.575,0.847,0.148,0.149,0,1,0.034,0.691,0.309,0.094,34.6514,33.7554,0.0259,0,0,225.852,271.644,262.708,98342,111,10213,485.549,192.164,17502.005
1014,5,1346,D86-94,340,7,49,14.736,12.969,0.88,0.143,0.141,0,1,0.144,0.669,0.331,0.382,18.5317,30.1354,0.6262,1,0,269.863,314.534,305.753,98391,111,10214,490.699,193.173,17509.404
1015,5,1120,D69-77,300,6,43,16.413,14.138,0.861,0.14,0.139,0,1,0.475,0.667,0.333,0.401,17.711,23.735,0.3401,1,0,270.185,295.884,339.231,98439,111,10215,483.037,189.993,17515.262
1016,5,1117,D47-58,460,10,66,14.138,12.533,0.886,0.152,0.148,0,1,0.147,0.672,0.328,0.382,30.6368,43.1415,0.4082,1,0,266.423,312.319,303.055,98489,111,10216,508.338,200.646,17523.278
1017,5,1375,D77-86,300,6,43,14.525,13.276,0.914,0.14,0.134,0,1,0.175,0.682,0.318,0.229,34.6514,26.8199,0.226,1,0,216.03,258.657,263.461,98537,111,10217,532.834,207.422,17530.257
1018,5,1220,D69-77,380,9,54,14.821,12.452,0.84,0.167,0.166,0,1,0.083,0.69,0.31,0.142,23.735,34.8986,0.4703,1,0,244.633,288.319,281.608,98588,111,10218,512.52,204.382,17538.469
1019,5,1321,D26-35,260,6,37,15.215,12.952,0.851,0.162,0.161,0,1,0.082,0.693,0.307,0.135,34.6178,23.0806,0.3333,1,0,222.524,253.923,299.265,98639,111,10219,523.358,207.499,17546.004
1020,5,1228,D47-58,260,6,37,11.668,9.685,0.83,0.162,0.163,0,1,0.162,0.692,0.308,0.217,43.1415,30.0964,0.3024,1,0,265.384,294.915,337.86,98690,111,10220,537.932,212.601,17557.787
1021,5,1395,D69-77,340,7,49,13.184,12.034,0.913,0.143,0.137,0,1,0.044,0.668,0.332,0.316,34.8986,33.6835,0.0348,0,0,227.532,249.913,261.797,98739,111,10221,534.585,208.533,17566.399
1022,5,1129,D94-105,460,10,66,14.62,12.321,0.843,0.152,0.152,0,1,0.391,0.7,0.3,0.46,38.4743,41.7215,0.0844,0,0,259.296,292.422,310.174,98789,111,10222,498.101,197.063,17574.692
1023,5,1076,D18-26,460,10,66,15.896,13.984,0.88,0.152,0.148,0,1,0.377,0.698,0.302,0.376,28.3532,38.3705,0.3533,1,0,221.025,247.159,262.991,98839,111,10223,524.207,206.2,17580.822
1024,5,1235,D69-77,460,10,66,14.721,12.842,0.872,0.152,0.149,0,1,0.229,0.682,0.318,0.342,34.8986,41.4354,0.1873,0,0,222.018,265.553,301.818,98889,111,10224,521.053,205.096,17588.437
1025,5,1157,D94-105,420,9,60,13.893,11.786,0.848,0.15,0.15,0,1,0.088,0.647,0.353,0.367,38.4743,39.9814,0.0392,0,0,224.261,249.758,259.317,98939,111,10225,490.085,194.03,17597.415
1026,5,1093,D94-105,220,5,31,15.024,13.275,0.884,0.161,0.157,0,1,0.105,0.691,0.309,0.325,38.4743,19.7476,0.4867,1,0,227.152,251.887,265.348,98990,111,10226,500.365,199.321,17604.525
1027,5,1093,D47-58,460,10,66,15.49,13.585,0.877,0.152,0.149,0,1,0.026,0.663,0.337,0.234,30.0964,39.3768,0.3084,1,0,238.393,274.388,303.814,99040,111,10227,500.734,197.984,17611.173
1028,5,1071,D47-58,380,8,54,16.187,14.162,0.875,0.148,0.146,0,1,0.283,0.678,0.322,0.427,39.3768,30.9462,0.2141,1,0,236.208,273.052,312.252,99089,111,10228,501.656,197.802,17617.052
1029,5,1365,D10-18,420,9,60,12.485,11.316,0.906,0.15,0.144,0,1,0.433,0.66,0.34,0.405,22.8143,44.4903,0.9501,1,0,254.985,279.334,293.773,99139,111,10229,499.472,197.315,17626.642
1030,5,1016,D86-94,300,6,43,14.547,12.339,0.848,0.14,0.141,0,1,0.251,0.64,0.36,0.335,30.1354,26.7791,0.1114,0,0,253.465,296.339,312.4,99187,111,10230,493.371,193.61,17634.838
1031,5,1068,D58-69,300,6,43,12.727,11.136,0.875,0.14,0.138,0,1,0.475,0.652,0.348,0.587,32.8896,30.6103,0.0693,0,0,260.025,279.462,322.605,99235,111,10231,529.402,206.221,17644.599
1032,5,1225,D94-105,340,8,49,13.549,11.296,0.834,0.163,0.164,0,1,0.217,0.671,0.329,0.274,19.7476,33.9559,0.7195,1,0,228.627,263.54,293.467,99286,111,10232,491.851,196.638,17654.293
1033,5,1136,D58-69,420,9,60,16.009,13.965,0.872,0.15,0.148,0,1,0.074,0.639,0.361,0.307,32.8896,34.6969,0.055,0,0,225.287,250.892,279.44,99336,111,10233,493.003,195.051,17660.439
1034,5,1086,D35-47,420,9,60,15.333,13.485,0.879,0.15,0.147,0,1,0.32,0.694,0.306,0.481,35.9438,36.2255,0.0078,0,0,274.61,300.363,320.175,99386,111,10234,491.263,194.442,17667.209
1035,5,1041,D58-69,300,6,43,15.747,13.727,0.872,0.14,0.138,0,1,0.411,0.69,0.31,0.472,32.8896,24.7382,0.2478,1,0,214.651,240.108,261.967,99434,111,10235,530.397,206.569,17673.601
1036,5,1310,D58-69,300,6,43,13.553,11.718,0.865,0.14,0.139,0,1,0.232,0.654,0.346,0.231,24.7382,28.7435,0.1619,0,0,215.96,232.137,247.817,99482,111,10236,526.844,205.326,17682.605
1037,5,1327,D94-105,380,8,54,16.416,14.079,0.858,0.148,0.148,0,1,0.155,0.668,0.332,0.236,33.9559,30.5153,0.1013,0,0,274.044,291.996,347.615,99531,111,10237,510.931,201.048,17688.591
1038,5,1214,D94-105,300,6,43,12.3,10.479,0.852,0.14,0.14,0,1,0.458,0.679,0.321,0.555,33.9559,31.6712,0.0673,0,0,238.247,286.631,272.102,99579,111,10238,521.869,203.584,17699.206
1039,5,1399,D86-94,420,9,60,17.584,15.497,0.881,0.15,0.147,0,1,0.332,0.683,0.317,0.492,30.1354,31.5891,0.0482,0,0,235.896,280.063,274.039,99629,111,10239,537.567,210.648,17703.359
1040,5,1230,D18-26,220,5,31,15.291,13.203,0.863,0.161,0.159,0,1,0.11,0.652,0.348,0.309,38.3705,19.403,0.4943,1,0,265.052,293.412,307.602,99680,111,10240,538.602,212.704,17710.563
1041,5,1069,D18-26,220,5,31,12.088,10.531,0.871,0.161,0.158,0,1,0.053,0.671,0.329,0.255,19.403,24.5447,0.265,1,0,246.445,268.437,317.749,99731,111,10241,529.654,209.572,17721.241
1042,5,1378,D86-94,420,9,60,13.94,12.109,0.869,0.15,0.148,0,1,0.306,0.675,0.325,0.444,30.1354,39.8471,0.3223,1,0,236.123,283.918,306.078,99781,111,10242,506.45,199.758,17729.799
1043,5,1089,D58-69,340,7,49,15.597,13.882,0.89,0.143,0.14,0,1,0.471,0.674,0.326,0.629,24.7382,28.4715,0.1509,0,0,256.767,278.673,290.836,99830,111,10243,493.601,194.189,17736.009
1044,5,1204,D10-18,220,5,31,16.763,14.165,0.845,0.161,0.161,0,1,0.403,0.65,0.35,0.516,44.4903,17.6987,0.6022,1,0,258.911,285.472,323.25,99881,111,10244,505.528,201.128,17741.962
1045,5,1111,D69-77,300,6,43,13.635,12.507,0.917,0.14,0.134,0,1,0.031,0.678,0.322,0.102,34.8986,28.5708,0.1813,0,0,248.715,295.209,291.328,99929,111,10245,484.234,190.412,17749.94
1046,5,1213,D86-94,340,7,49,15.683,13.723,0.875,0.143,0.141,0,1,0.042,0.629,0.371,0.239,39.8471,28.3162,0.2894,1,0,219.067,267.695,271.991,99978,111,10246,533.451,208.136,17756.357
1047,5,1276,D10-18,340,7,49,16.132,13.91,0.862,0.143,0.142,0,1,0.43,0.661,0.339,0.41,17.6987,27.5284,0.5554,1,0,259.515,286.067,302.741,100027,111,10247,524.439,204.982,17762.531
1048,5,1049,D77-86,300,6,43,16.78,14.876,0.887,0.14,0.137,0,1,0.076,0.671,0.329,0.196,26.8199,23.2163,0.1344,0,0,263.455,305.046,318.866,100075,111,10248,487.225,191.459,17767.429
1049,5,1357,D69-77,260,6,37,15.465,13.06,0.844,0.162,0.162,0,1,0.136,0.668,0.332,0.291,34.8986,22.7063,0.3494,1,0,261.795,277.982,327.758,100126,111,10249,525.545,208.265,17774.824
1050,5,1052,D69-77,300,6,43,13.365,11.951,0.894,0.14,0.136,0,1,0.106,0.655,0.345,0.271,22.7063,29.1486,0.2837,1,0,263.233,291.425,313.571,100174,111,10250,518.334,202.347,17783.526
1051,5,1070,D69-77,380,9,54,10.766,8.898,0.826,0.167,0.167,0,1,0.48,0.669,0.331,0.608,29.1486,48.0431,0.6482,1,0,234.469,263.263,274.439,100225,111,10251,520.906,207.317,17796.359
1052,5,1035,D69-77,260,6,37,16.052,13.508,0.841,0.162,0.162,0,1,0.341,0.695,0.305,0.464,48.0431,21.8762,0.5447,1,0,251.715,293.545,296.8,100276,111,10252,494.712,197.474,17803.172
1053,5,1228,D18-26,260,6,37,15.916,13.92,0.875,0.162,0.158,0,1,0.115,0.664,0.336,0.296,24.5447,22.0635,0.1011,0,0,250.804,283.348,291.523,100327,111,10253,513.143,203.924,17809.449
1054,5,1235,D69-77,220,5,31,13.032,11.382,0.873,0.161,0.158,0,1,0.074,0.66,0.34,0.314,21.8762,22.7658,0.0407,0,0,264.207,281.914,324.538,100378,111,10254,510.371,202.824,17819.019
1055,5,1359,D26-35,340,7,49,14.386,12.357,0.859,0.143,0.143,0,1,0.168,0.648,0.352,0.227,23.0806,30.8688,0.3374,1,0,216.723,248.842,289.675,100427,111,10255,478.101,188.764,17827.213
1056,5,1183,D86-94,260,6,37,15.886,13.515,0.851,0.162,0.161,0,1,0.34,0.649,0.351,0.392,28.3162,22.1049,0.2194,1,0,272.26,311.668,312.784,100478,111,10256,500.174,199.385,17834.017
1057,5,1373,D18-26,340,7,49,14.319,13.052,0.912,0.143,0.137,0,1,0.14,0.674,0.326,0.197,24.5447,31.0132,0.2635,1,0,255.126,274.851,306.68,100527,111,10257,495.324,194.792,17841.306
1058,5,1023,D86-94,300,6,43,14.571,12.656,0.869,0.14,0.139,0,1,0.019,0.707,0.293,0.105,22.1049,26.7349,0.2095,1,0,229.677,261.905,296.175,100575,111,10258,474.862,187.132,17849.091
1059,5,1308,D18-26,300,6,43,16.262,14.068,0.865,0.14,0.139,0,1,0.04,0.646,0.354,0.323,31.0132,23.9551,0.2276,1,0,266.493,293.147,315.977,100623,111,10259,530.986,206.775,17855.04
1060,5,1320,D47-58,380,8,54,14.988,13.238,0.883,0.148,0.145,0,1,0.482,0.673,0.327,0.394,30.9462,33.4227,0.08,0,0,248.142,268.787,285.146,100672,111,10260,500.59,197.429,17862.12
1061,5,1134,D86-94,420,9,60,15.133,13.417,0.887,0.15,0.146,0,1,0.391,0.684,0.316,0.504,26.7349,36.7039,0.3729,1,0,216.562,263.416,271.571,100722,111,10261,484.475,192.066,17868.978
1062,5,1042,D47-58,460,10,66,14.459,12.995,0.899,0.152,0.146,0,1,0.323,0.666,0.334,0.449,30.9462,42.1855,0.3632,1,0,272.62,303.654,306.364,100772,111,10262,493.071,195.302,17876.393
1063,5,1157,D35-47,300,7,43,13.893,12.267,0.883,0.163,0.158,0,1,0.061,0.663,0.337,0.142,35.9438,29.1953,0.1878,0,0,241.614,275.034,279.543,100823,111,10263,522.91,207.437,17884.823
1064,5,1025,D47-58,340,7,49,15.286,13.591,0.889,0.143,0.14,0,1,0.009,0.689,0.311,0.128,42.1855,29.0521,0.3113,1,0,241.207,257.432,276.591,100872,111,10264,493.115,194.019,17891.413
1065,5,1192,D10-18,460,10,66,14.9,13.366,0.897,0.152,0.147,0,1,0.391,0.66,0.34,0.588,27.5284,40.9373,0.4871,1,0,235.0,268.782,291.767,100922,111,10265,537.287,210.778,17898.346
1066,5,1111,D18-26,380,8,54,14.658,13.234,0.903,0.148,0.143,0,1,0.077,0.633,0.367,0.328,23.9551,34.1757,0.4267,1,0,219.413,250.061,263.594,100971,111,10266,521.91,204.891,17905.43
1067,5,1262,D77-86,300,6,43,15.825,13.91,0.879,0.14,0.138,0,1,0.457,0.681,0.319,0.624,26.8199,24.6167,0.0821,0,0,230.019,268.986,271.811,101019,111,10267,485.076,190.707,17911.585
1068,5,1195,D47-58,460,10,66,16.352,13.754,0.841,0.152,0.152,0,1,0.366,0.649,0.351,0.585,29.0521,37.3024,0.284,1,0,274.814,290.227,315.25,101069,111,10268,528.132,207.573,17918.014
1069,5,1111,D35-47,300,6,43,12.976,10.982,0.846,0.14,0.141,0,1,0.179,0.655,0.345,0.206,35.9438,30.0221,0.1647,0,0,261.759,304.673,334.06,101117,111,10269,477.341,188.0,17927.975
1070,5,1276,D86-94,220,5,31,14.461,12.336,0.853,0.161,0.16,0,1,0.426,0.635,0.365,0.465,36.7039,20.5161,0.441,1,0,264.394,292.232,312.46,101168,111,10270,503.392,200.381,17936.306
1071,5,1387,D26-35,220,5,31,14.479,12.345,0.853,0.161,0.16,0,1,0.157,0.684,0.316,0.306,30.8688,20.4905,0.3362,1,0,251.746,296.159,283.275,101219,111,10271,523.724,207.497,17944.626
1072,5,1396,D77-86,460,10,66,16.555,14.052,0.849,0.152,0.151,0,1,0.215,0.674,0.326,0.23,26.8199,36.8448,0.3738,1,0,221.433,265.743,274.864,101269,111,10272,522.673,205.663,17950.667
1073,5,1266,D69-77,420,9,60,13.023,11.264,0.865,0.15,0.149,0,1,0.27,0.645,0.355,0.285,21.8762,42.6514,0.9497,1,0,239.393,284.917,289.425,101319,111,10273,534.253,209.488,17960.324
1074,5,1026,D10-18,220,5,31,14.253,12.011,0.843,0.161,0.161,0,1,0.186,0.652,0.348,0.28,40.9373,20.8161,0.4915,1,0,222.655,238.156,255.034,101370,111,10274,532.684,210.633,17969.078
1075,5,1009,D10-18,220,5,31,14.813,12.903,0.871,0.161,0.158,0,1,0.129,0.683,0.317,0.351,20.8161,20.0296,0.0378,0,0,234.583,280.679,299.105,101421,111,10275,532.643,210.619,17976.671
1076,5,1291,D77-86,340,8,49,12.648,11.197,0.885,0.163,0.158,0,1,0.214,0.676,0.324,0.387,36.8448,36.3756,0.0127,0,0,266.966,285.06,343.495,101472,111,10276,539.084,213.169,17986.495
1077,5,1295,D47-58,300,6,43,15.821,13.73,0.868,0.14,0.139,0,1,0.011,0.674,0.326,0.331,37.3024,24.6236,0.3399,1,0,238.415,255.661,274.615,101520,111,10277,498.158,195.286,17992.883
1078,5,1100,D35-47,380,8,54,11.958,10.4,0.87,0.148,0.146,0,1,0.442,0.679,0.321,0.368,35.9438,41.8921,0.1655,0,0,257.498,273.365,294.002,101569,111,10278,499.347,196.994,18003.652
1079,5,1069,D47-58,420,9,60,13.493,11.885,0.881,0.15,0.147,0,1,0.373,0.65,0.35,0.467,24.6236,41.1671,0.6719,1,0,253.768,275.126,313.644,101619,111,10279,496.701,196.345,18012.502
1080,5,1052,D69-77,340,7,49,13.517,12.209,0.903,0.143,0.138,0,1,0.389,0.681,0.319,0.416,42.6514,32.8531,0.2297,1,0,234.491,263.604,294.862,101668,111,10280,481.586,189.984,18020.887
1081,5,1399,D58-69,300,7,43,14.373,12.541,0.873,0.163,0.159,0,1,0.454,0.632,0.368,0.562,24.7382,28.2216,0.1408,0,0,234.536,277.09,309.127,101719,111,10281,531.253,210.357,18028.96
1082,5,1203,D77-86,220,5,31,15.537,13.162,0.847,0.161,0.16,0,1,0.208,0.659,0.341,0.211,36.8448,19.0961,0.4817,1,0,269.782,300.877,349.199,101770,111,10282,525.028,207.953,18036.217
1083,5,1125,D35-47,340,7,49,14.632,12.85,0.878,0.143,0.141,0,1,0.428,0.67,0.33,0.427,35.9438,30.3493,0.1556,0,0,244.088,292.602,312.683,101819,111,10283,504.985,198.173,18043.769
1084,5,1166,D18-26,260,6,37,16.368,14.38,0.879,0.162,0.158,0,1,0.312,0.695,0.305,0.311,34.1757,21.4538,0.3722,1,0,245.763,279.223,315.827,101870,111,10284,530.274,209.92,18049.448
1085,5,1207,D18-26,260,6,37,15.332,12.756,0.832,0.162,0.163,0,1,0.091,0.686,0.314,0.306,21.4538,22.9041,0.0676,0,0,259.105,298.522,321.439,101921,111,10285,540.185,213.389,18057.238
1086,5,1214,D69-77,260,6,37,14.073,11.834,0.841,0.162,0.162,0,1,0.047,0.659,0.341,0.296,32.8531,24.9523,0.2405,1,0,233.896,273.992,292.176,101972,111,10286,536.319,212.036,18066.226
1087,5,1339,D58-69,460,10,66,16.731,14.089,0.842,0.152,0.152,0,1,0.274,0.688,0.312,0.409,24.7382,36.4562,0.4737,1,0,259.294,288.72,332.66,102022,111,10287,540.459,211.888,18072.219
1088,5,1009,D10-18,300,6,43,13.245,12.063,0.911,0.14,0.135,0,1,0.395,0.64,0.36,0.583,20.8161,29.412,0.4129,1,0,259.991,286.208,313.083,102070,111,10288,509.928,199.405,18080.774
1089,5,1205,D69-77,300,7,43,14.967,12.32,0.823,0.163,0.164,0,1,0.345,0.647,0.353,0.539,24.9523,27.1019,0.0861,0,0,242.332,277.534,293.296,102121,111,10289,489.397,195.708,18089.135
1090,5,1268,D35-47,340,7,49,14.259,12.636,0.886,0.143,0.14,0,1,0.413,0.653,0.347,0.558,35.9438,31.1448,0.1335,0,0,244.043,292.445,318.289,102170,111,10290,513.679,201.216,18096.965
1091,5,1219,D69-77,300,6,43,16.409,14.146,0.862,0.14,0.139,0,1,0.269,0.687,0.313,0.262,24.9523,23.7406,0.0486,0,0,266.907,297.954,340.28,102218,111,10291,519.119,202.622,18102.813
1092,5,1025,D47-58,300,6,43,13.156,11.833,0.899,0.14,0.136,0,1,0.207,0.675,0.325,0.288,41.1671,29.6107,0.2807,1,0,259.342,283.446,326.569,102266,111,10292,520.278,203.028,18111.668
1093,5,1129,D69-77,460,10,66,13.711,11.808,0.861,0.152,0.15,0,1,0.438,0.661,0.339,0.385,24.9523,44.485,0.7828,1,0,273.305,290.726,346.425,102316,111,10293,514.469,202.791,18120.626
1094,5,1298,D10-18,420,9,60,15.106,13.457,0.891,0.15,0.146,0,1,0.366,0.638,0.362,0.352,29.412,36.7698,0.2502,1,0,271.511,295.498,308.398,102366,111,10294,513.644,202.275,18127.432
1095,5,1107,D47-58,420,9,60,16.541,14.327,0.866,0.15,0.148,0,1,0.321,0.664,0.336,0.526,29.6107,33.5792,0.134,0,0,218.142,257.976,258.301,102416,111,10295,482.281,191.299,18133.107
1096,5,1311,D47-58,380,8,54,11.758,9.953,0.846,0.148,0.149,0,1,0.282,0.682,0.318,0.329,29.6107,42.6031,0.4388,1,0,220.325,243.179,268.401,102465,111,10296,536.669,210.056,18144.457
1097,5,1176,D18-26,260,6,37,14.5,12.591,0.868,0.162,0.159,0,1,0.092,0.647,0.353,0.267,21.4538,24.2179,0.1288,0,0,221.659,270.59,254.575,102516,111,10297,507.436,201.927,18152.462
1098,5,1359,D10-18,260,6,37,13.724,11.769,0.858,0.162,0.16,0,1,0.209,0.67,0.33,0.222,36.7698,25.5876,0.3041,1,0,226.554,262.798,262.464,102567,111,10298,494.632,197.446,18161.535
1099,5,1161,D86-94,380,8,54,14.309,11.984,0.837,0.148,0.15,0,1,0.468,0.688,0.312,0.416,20.5161,35.0076,0.7063,1,0,269.692,287.944,300.65,102616,111,10299,493.5,194.947,18170.245
1100,5,1341,D58-69,380,8,54,12.426,10.973,0.883,0.148,0.145,0,1,0.391,0.665,0.335,0.438,36.4562,40.3144,0.1058,0,0,239.11,260.67,288.02,102665,111,10300,512.009,201.425,18180.268
1101,5,1190,D69-77,220,5,31,14.841,12.352,0.832,0.161,0.162,0,1,0.234,0.639,0.361,0.295,44.485,19.9916,0.5506,1,0,276.844,325.574,333.957,102716,111,10301,545.164,215.001,18188.578
1102,5,1235,D58-69,300,7,43,16.782,14.5,0.864,0.163,0.16,0,1,0.317,0.643,0.357,0.547,36.4562,24.1702,0.337,1,0,242.353,264.54,283.022,102767,111,10302,528.341,209.338,18194.105
