# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=503 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.368237Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
1104,5,1225,D10-18,260,6,37,16.887,14.188,0.84,0.162,0.162,0,1,0.233,0.651,0.349,0.281,27.8196,20.7951,0.2525,1,0,243.806,263.592,319.191,102829,114,10301,502.536,200.212,18171.267
1105,5,1013,D35-47,460,10,66,14.723,12.706,0.863,0.152,0.15,0,1,0.495,0.69,0.31,0.599,31.8104,41.4297,0.3024,1,0,224.239,255.281,282.24,102879,114,10302,481.326,191.191,18179.059
1106,5,1107,D77-86,300,6,43,13.339,11.669,0.875,0.14,0.138,0,1,0.332,0.661,0.339,0.466,28.2498,29.2043,0.0338,0,0,259.391,274.988,319.652,102927,114,10303,498.122,195.273,18188.126
1107,5,1003,D10-18,340,7,49,15.147,13.361,0.882,0.143,0.14,0,1,0.223,0.691,0.309,0.423,20.7951,29.3176,0.4098,1,0,247.208,286.128,278.339,102976,114,10304,476.908,188.346,18195.013
1108,5,1278,D86-94,220,5,31,16.064,14.143,0.88,0.161,0.157,0,1,0.325,0.672,0.328,0.306,35.5514,18.4688,0.4805,1,0,253.898,286.533,332.888,103027,114,10305,534.335,211.211,18200.995
1109,5,1164,D10-18,340,7,49,15.477,14.084,0.91,0.143,0.138,0,1,0.065,0.686,0.314,0.222,29.3176,28.6925,0.0213,0,0,265.613,289.564,341.739,103076,114,10306,529.386,206.714,18206.942
1110,5,1230,D77-86,260,6,37,13.392,11.545,0.862,0.162,0.16,0,1,0.306,0.655,0.345,0.288,28.2498,26.2208,0.0718,0,0,225.603,266.761,296.892,103127,114,10307,511.332,203.29,18216.307
1111,5,1346,D47-58,460,10,66,14.271,12.427,0.871,0.152,0.149,0,1,0.449,0.657,0.343,0.5,29.6292,42.7411,0.4425,1,0,219.679,264.05,293.002,103177,114,10308,524.481,206.296,18224.461
1112,5,1194,D18-26,340,7,49,15.55,14.091,0.906,0.143,0.138,0,1,0.107,0.666,0.334,0.236,39.485,28.5588,0.2767,1,0,251.142,269.229,322.476,103226,114,10309,481.555,189.973,18230.4
1113,5,1207,D35-47,380,8,54,16.57,14.719,0.888,0.148,0.145,0,1,0.342,0.623,0.377,0.29,41.4297,30.2318,0.2703,1,0,246.547,263.23,309.957,103275,114,10310,480.881,190.531,18235.555
1114,5,1292,D18-26,300,6,43,12.045,10.179,0.845,0.14,0.141,0,1,0.424,0.658,0.342,0.563,28.5588,32.3422,0.1325,0,0,217.563,263.523,257.214,103323,114,10311,477.816,188.166,18246.559
1115,5,1332,D58-69,260,6,37,15.406,13.362,0.867,0.162,0.159,0,1,0.361,0.699,0.301,0.391,23.6745,22.7931,0.0372,0,0,268.287,308.123,307.414,103374,114,10312,524.215,207.8,18253.561
1116,5,1110,D10-18,420,9,60,14.25,12.644,0.887,0.15,0.146,0,1,0.159,0.667,0.333,0.301,29.3176,38.9801,0.3296,1,0,256.782,276.729,295.881,103424,114,10313,533.121,209.092,18261.425
1117,5,1084,D35-47,300,6,43,16.099,14.066,0.874,0.14,0.138,0,1,0.115,0.685,0.315,0.244,30.2318,24.1979,0.1996,0,0,245.511,279.821,278.281,103472,114,10314,500.711,196.179,18267.377
1118,5,1400,D86-94,260,6,37,15.006,12.768,0.851,0.162,0.161,0,1,0.222,0.661,0.339,0.245,18.4688,23.4007,0.267,1,0,276.241,293.799,336.822,103523,114,10315,491.237,196.257,18275.151
1119,5,1030,D77-86,460,10,66,15.402,13.761,0.893,0.152,0.147,0,1,0.369,0.665,0.335,0.558,28.2498,39.601,0.4018,1,0,241.633,278.356,274.318,103573,114,10316,512.731,202.183,18281.571
1120,5,1185,D18-26,380,8,54,16.014,14.17,0.885,0.148,0.145,0,1,0.13,0.666,0.334,0.228,28.5588,31.2816,0.0953,0,0,272.878,295.238,306.879,103622,114,10317,487.3,192.777,18287.44
1121,5,1246,D35-47,420,9,60,16.519,14.327,0.867,0.15,0.148,0,1,0.054,0.675,0.325,0.352,30.2318,33.6256,0.1123,0,0,262.415,299.503,310.374,103672,114,10318,517.132,203.496,18293.114
1122,5,1133,D77-86,220,5,31,12.856,10.858,0.845,0.161,0.161,0,1,0.358,0.673,0.327,0.411,39.601,23.0774,0.4173,1,0,233.229,270.217,298.357,103723,114,10319,505.284,201.043,18303.367
1123,5,1345,D10-18,460,12,66,17.061,13.883,0.814,0.182,0.182,0,1,0.435,0.677,0.323,0.528,38.9801,37.6579,0.0339,0,0,275.442,298.965,331.955,103776,114,10320,508.121,205.115,18309.81
1124,5,1379,D26-35,340,9,49,15.019,12.952,0.862,0.184,0.179,0,1,0.142,0.625,0.375,0.43,46.2893,31.7181,0.3148,1,0,228.982,268.152,277.073,103829,114,10321,514.198,207.52,18317.475
1125,5,1362,D86-94,300,6,43,13.677,12.118,0.886,0.14,0.137,0,1,0.26,0.689,0.311,0.318,23.4007,28.482,0.2171,1,0,265.196,314.639,332.264,103877,114,10322,531.466,206.943,18325.958
1126,5,1044,D77-86,260,6,37,13.971,11.761,0.842,0.162,0.162,0,1,0.29,0.659,0.341,0.498,23.0774,25.1354,0.0892,0,0,235.787,282.091,273.04,103928,114,10323,535.924,211.898,18335.041
1127,5,1030,D10-18,340,7,49,11.647,10.671,0.916,0.143,0.137,0,1,0.43,0.657,0.343,0.545,38.9801,38.1269,0.0219,0,0,234.847,276.981,273.704,103977,114,10324,498.317,195.839,18345.426
1128,5,1325,D69-77,420,11,60,14.048,11.718,0.834,0.183,0.182,0,1,0.118,0.667,0.333,0.3,43.0839,41.865,0.0283,0,0,254.527,281.03,293.192,104030,114,10325,544.085,217.93,18354.693
1129,5,1020,D86-94,220,5,31,14.928,12.694,0.85,0.161,0.16,0,1,0.408,0.65,0.35,0.385,28.482,19.8752,0.3022,1,0,267.904,311.336,328.363,104081,114,10326,517.245,205.229,18362.558
1130,5,1184,D94-105,380,8,54,13.782,12.269,0.89,0.148,0.144,0,1,0.143,0.678,0.322,0.406,47.0255,36.3473,0.2271,1,0,268.134,294.381,313.019,104130,114,10327,525.877,206.279,18370.897
1131,5,1053,D35-47,300,6,43,16.487,14.81,0.898,0.14,0.136,0,1,0.184,0.667,0.333,0.452,30.2318,23.629,0.2184,1,0,223.837,270.899,272.462,104178,114,10328,532.629,207.35,18375.881
1132,5,1327,D35-47,340,7,49,14.09,12.008,0.852,0.143,0.143,0,1,0.246,0.707,0.293,0.28,23.629,31.5178,0.3339,1,0,246.132,278.441,311.115,104227,114,10329,530.609,207.142,18384.528
1133,5,1350,D86-94,380,8,54,15.649,13.583,0.868,0.148,0.147,0,1,0.257,0.638,0.362,0.338,19.8752,32.0106,0.6106,1,0,246.321,279.52,295.832,104276,114,10330,537.932,210.498,18391.159
1134,5,1078,D77-86,300,6,43,14.792,13.01,0.88,0.14,0.138,0,1,0.473,0.638,0.362,0.582,23.0774,26.3358,0.1412,0,0,263.073,295.385,295.075,104324,114,10331,516.491,201.702,18398.484
1135,5,1060,D26-35,420,10,60,16.063,13.435,0.836,0.167,0.166,0,1,0.301,0.672,0.328,0.337,31.7181,35.5897,0.1221,0,0,264.311,282.722,328.563,104375,114,10332,495.151,198.303,18405.418
1136,5,1175,D26-35,300,6,43,13.011,11.574,0.89,0.14,0.137,0,1,0.346,0.666,0.334,0.357,31.7181,29.9413,0.056,0,0,270.625,317.899,324.843,104423,114,10333,512.619,200.347,18414.609
1137,5,1076,D18-26,260,6,37,12.123,10.515,0.867,0.162,0.159,0,1,0.44,0.658,0.342,0.48,28.5588,28.9669,0.0143,0,0,248.022,292.079,307.859,104474,114,10334,508.133,202.171,18425.312
1138,5,1058,D26-35,380,8,54,16.097,13.632,0.847,0.148,0.149,0,1,0.119,0.65,0.35,0.418,31.7181,31.1192,0.0189,0,0,242.634,285.015,297.454,104523,114,10335,503.34,198.391,18431.88
1139,5,1107,D77-86,340,7,49,14.51,12.859,0.886,0.143,0.14,0,1,0.23,0.645,0.355,0.483,23.0774,30.606,0.3262,1,0,251.814,282.218,325.127,104572,114,10336,523.289,204.58,18439.42
1140,5,1324,D26-35,380,8,54,14.34,12.651,0.882,0.148,0.145,0,1,0.201,0.679,0.321,0.238,31.7181,34.9318,0.1013,0,0,220.583,266.494,267.232,104621,114,10337,480.284,190.322,18447.263
1141,5,1081,D77-86,300,6,43,12.673,10.765,0.849,0.14,0.141,0,1,0.365,0.689,0.311,0.32,30.606,30.7386,0.0043,0,0,233.358,276.136,286.107,104669,114,10338,484.398,190.469,18457.506
1142,5,1017,D69-77,380,8,54,13.62,11.938,0.876,0.148,0.146,0,1,0.047,0.666,0.334,0.132,43.0839,36.7787,0.1463,0,0,273.978,296.076,317.933,104718,114,10339,480.082,190.251,18466.276
1143,5,1008,D10-18,380,10,54,16.306,13.922,0.854,0.185,0.181,0,1,0.119,0.695,0.305,0.369,38.9801,32.7343,0.1602,0,0,232.448,256.066,263.829,104771,114,10340,542.715,217.728,18472.688
1144,5,1362,D26-35,220,6,31,15.354,12.285,0.8,0.194,0.194,0,1,0.217,0.657,0.343,0.375,31.7181,20.4114,0.3565,1,0,261.916,306.723,307.597,104825,114,10342,556.508,223.81,18481.279
1145,5,1287,D86-94,300,6,43,14.67,12.841,0.875,0.14,0.138,0,1,0.252,0.675,0.325,0.304,32.0106,26.5555,0.1704,0,0,265.22,312.007,332.724,104873,114,10343,499.325,195.694,18488.823
1146,5,1389,D77-86,380,9,54,12.291,10.057,0.818,0.167,0.168,0,1,0.407,0.662,0.338,0.445,30.606,42.0825,0.375,1,0,266.543,285.178,297.606,104924,114,10344,527.062,209.472,18500.149
1147,5,1230,D86-94,260,6,37,16.492,14.004,0.849,0.162,0.161,0,1,0.324,0.681,0.319,0.476,32.0106,21.2927,0.3348,1,0,228.935,244.082,277.171,104975,114,10345,501.206,199.747,18506.317
1148,5,1055,D77-86,380,8,54,14.192,11.998,0.845,0.148,0.149,0,1,0.426,0.649,0.351,0.503,42.0825,35.2978,0.1612,0,0,262.457,292.004,324.739,105024,114,10346,529.211,207.446,18515.009
1149,5,1039,D77-86,340,7,49,14.651,12.678,0.865,0.143,0.142,0,1,0.018,0.681,0.319,0.295,42.0825,30.3101,0.2797,1,0,260.448,279.061,299.946,105073,114,10347,522.373,204.259,18522.784
1150,5,1368,D86-94,300,6,43,14.652,12.935,0.883,0.14,0.137,0,1,0.276,0.642,0.358,0.468,21.2927,26.5875,0.2487,1,0,238.152,260.217,302.002,105121,114,10348,505.011,197.684,18530.206
1151,5,1262,D58-69,300,6,43,13.07,11.969,0.916,0.14,0.134,0,1,0.296,0.632,0.368,0.305,23.6745,29.8065,0.259,1,0,231.93,272.984,301.692,105169,114,10349,493.337,193.598,18538.883
1152,5,1248,D18-26,420,9,60,13.528,11.561,0.855,0.15,0.15,0,1,0.492,0.657,0.343,0.448,28.5588,41.0581,0.4377,1,0,233.219,261.725,305.992,105219,114,10350,514.805,202.682,18548.154
1153,5,1089,D26-35,340,7,49,14.067,12.452,0.885,0.143,0.14,0,1,0.293,0.671,0.329,0.332,20.4114,31.5684,0.5466,1,0,260.206,305.392,298.845,105268,114,10351,516.38,202.162,18556.224
1154,5,1131,D94-105,220,5,31,13.616,11.392,0.837,0.161,0.161,0,1,0.362,0.665,0.335,0.31,36.3473,21.7898,0.4005,1,0,236.987,270.243,296.098,105319,114,10352,499.096,198.877,18565.782
1155,5,1206,D77-86,260,6,37,10.901,9.271,0.85,0.162,0.161,0,1,0.485,0.646,0.354,0.473,30.3101,32.2141,0.0628,0,0,221.14,250.958,268.264,105370,114,10353,532.093,210.557,18578.103
1156,5,1091,D47-58,300,6,43,11.505,10.102,0.878,0.14,0.138,0,1,0.489,0.646,0.354,0.438,42.7411,33.8606,0.2078,1,0,240.028,267.644,272.082,105418,114,10354,511.747,200.042,18589.207
1157,5,1129,D58-69,300,8,43,15.59,12.7,0.815,0.186,0.186,0,1,0.374,0.685,0.315,0.4,29.8065,27.0689,0.0918,0,0,278.434,303.699,339.585,105471,114,10355,523.829,211.247,18597.214
1158,5,1246,D26-35,460,10,66,14.088,12.567,0.892,0.152,0.147,0,1,0.222,0.669,0.331,0.233,31.5684,43.2967,0.3715,1,0,270.558,316.717,344.093,105521,114,10356,485.137,192.525,18605.186
1159,5,1379,D26-35,300,7,43,15.056,12.991,0.863,0.163,0.16,0,1,0.069,0.648,0.352,0.223,43.2967,26.9419,0.3777,1,0,228.718,249.371,303.489,105572,114,10357,489.691,195.81,18612.675
1160,5,1383,D94-105,460,13,66,13.66,11.34,0.83,0.197,0.194,0,1,0.317,0.642,0.358,0.528,21.7898,48.2483,1.2143,1,0,244.714,288.269,292.969,105626,114,10359,522.595,212.454,18622.515
1161,5,1001,D94-105,220,5,31,13.283,11.229,0.845,0.161,0.161,0,1,0.092,0.663,0.337,0.251,48.2483,22.3363,0.5371,1,0,275.937,302.982,349.685,105677,114,10360,497.29,198.245,18632.285
1162,5,1282,D94-105,460,10,66,16.03,13.439,0.838,0.152,0.153,0,1,0.492,0.676,0.324,0.601,22.3363,38.0514,0.7036,1,0,238.816,258.437,308.959,105727,114,10361,533.548,209.469,18639.123
1163,5,1089,D77-86,220,5,31,12.951,11.286,0.871,0.161,0.158,0,1,0.48,0.669,0.331,0.457,30.3101,22.9091,0.2442,1,0,245.39,276.845,308.727,105778,114,10362,513.519,203.925,18648.82
1164,5,1272,D94-105,380,8,54,13.251,11.223,0.847,0.148,0.149,0,1,0.053,0.695,0.305,0.338,38.0514,37.802,0.0066,0,0,236.294,275.118,268.973,105827,114,10363,496.203,195.893,18658.518
1165,5,1043,D58-69,340,7,49,15.024,12.75,0.849,0.143,0.144,0,1,0.166,0.655,0.345,0.27,29.8065,29.5591,0.0083,0,0,220.688,270.248,300.094,105876,114,10364,490.618,193.145,18666.201
1166,5,1052,D86-94,380,8,54,13.557,12.044,0.888,0.148,0.144,0,1,0.293,0.641,0.359,0.428,26.5875,36.9506,0.3898,1,0,217.566,259.648,269.019,105925,114,10365,480.776,190.494,18674.833
1167,5,1240,D26-35,460,12,66,13.9,11.275,0.811,0.182,0.183,0,1,0.481,0.666,0.334,0.534,26.9419,46.2229,0.7157,1,0,256.094,297.517,321.189,105978,114,10366,542.8,217.253,18684.667
1168,5,1052,D35-47,300,6,43,17.857,16.18,0.906,0.14,0.135,0,1,0.05,0.622,0.378,0.305,31.5178,21.8153,0.3078,1,0,220.761,240.742,287.221,106026,114,10367,493.351,193.603,18687.87
1169,5,1044,D86-94,260,6,37,16.018,14.064,0.878,0.162,0.158,0,1,0.194,0.682,0.318,0.369,36.9506,21.9224,0.4067,1,0,260.633,293.928,330.618,106077,114,10368,529.915,209.795,18693.959
1170,5,1290,D94-105,380,8,54,16.148,13.616,0.843,0.148,0.149,0,1,0.119,0.662,0.338,0.353,38.0514,31.0208,0.1848,0,0,248.899,266.668,311.152,106126,114,10369,528.78,207.295,18700.548
1171,5,1395,D58-69,420,9,60,14.052,12.041,0.857,0.15,0.149,0,1,0.033,0.672,0.328,0.221,29.8065,39.528,0.3262,1,0,239.265,258.828,309.048,106176,114,10370,526.802,206.881,18709.195
1172,5,1226,D10-18,260,7,37,13.362,11.29,0.845,0.189,0.186,0,1,0.419,0.659,0.341,0.575,38.9801,27.5168,0.2941,1,0,273.689,288.856,343.076,106229,114,10372,507.166,205.887,18719.053
1173,5,1255,D18-26,300,6,43,13.123,11.91,0.908,0.14,0.135,0,1,0.267,0.673,0.327,0.445,41.0581,29.686,0.277,1,0,237.48,255.317,285.419,106277,114,10373,515.935,201.508,18727.808
1174,5,1316,D35-47,460,10,66,12.029,10.851,0.902,0.152,0.146,0,1,0.126,0.649,0.351,0.421,21.8153,50.7077,1.3244,1,0,268.659,310.094,334.495,106327,114,10374,499.496,197.551,18738.011
1175,5,1058,D35-47,340,9,49,11.97,9.881,0.826,0.184,0.183,0,1,0.304,0.682,0.318,0.385,50.7077,39.7975,0.2152,1,0,261.49,289.236,313.189,106380,114,10375,522.04,210.265,18749.667
1176,5,1006,D58-69,300,6,43,14.846,13.072,0.881,0.14,0.138,0,1,0.019,0.687,0.313,0.282,39.528,26.2404,0.3362,1,0,226.433,269.303,295.12,106428,114,10376,489.388,192.216,18756.91
1177,5,1374,D58-69,420,9,60,14.306,12.469,0.872,0.15,0.148,0,1,0.308,0.636,0.364,0.358,26.2404,38.8255,0.4796,1,0,251.767,286.157,298.384,106478,114,10377,522.106,205.237,18765.0
1178,5,1105,D26-35,220,5,31,13.56,11.428,0.843,0.161,0.161,0,1,0.074,0.641,0.359,0.13,46.2229,21.8802,0.5266,1,0,234.786,259.793,282.272,106529,114,10378,486.827,194.583,18774.511
1179,5,1383,D10-18,300,9,43,12.901,10.374,0.804,0.209,0.208,0,2,0.197,0.673,0.327,0.447,27.5168,34.0062,0.2358,1,0,275.213,315.041,349.754,106584,114,10380,555.234,225.727,18785.681
1180,5,1108,D69-77,420,10,60,14.044,11.526,0.821,0.167,0.168,0,1,0.199,0.637,0.363,0.333,43.0839,40.704,0.0552,0,0,248.61,272.598,279.296,106635,114,10381,544.438,215.553,18795.098
1181,5,1273,D58-69,300,9,43,14.954,11.956,0.8,0.209,0.208,0,2,0.191,0.696,0.304,0.238,38.8255,29.3391,0.2443,1,0,277.224,297.679,345.252,106690,114,10383,540.465,220.558,18804.211
1182,5,1155,D86-94,220,5,31,14.237,12.33,0.866,0.161,0.159,0,1,0.002,0.69,0.31,0.123,21.9224,20.8387,0.0494,0,0,260.847,278.821,335.573,106741,114,10384,534.052,211.112,18812.55
1183,5,1027,D35-47,340,11,49,14.883,11.608,0.78,0.224,0.224,0,2,0.114,0.665,0.335,0.153,39.7975,34.252,0.1393,0,0,258.046,297.355,299.165,106798,114,10386,541.122,223.066,18822.206
1184,5,1083,D35-47,460,14,66,14.456,11.02,0.762,0.212,0.215,0,2,0.363,0.643,0.357,0.392,39.7975,46.752,0.1747,0,0,242.736,266.807,319.944,106854,114,10388,519.019,213.475,18832.553
1185,5,1130,D86-94,380,8,54,15.143,13.42,0.886,0.148,0.145,0,1,0.102,0.652,0.348,0.371,21.9224,33.0806,0.509,1,0,234.158,264.54,265.08,106903,114,10389,492.542,194.612,18839.396
1186,5,1367,D10-18,300,6,43,18.517,16.561,0.894,0.14,0.136,0,1,0.18,0.634,0.366,0.406,34.0062,21.0384,0.3813,1,0,261.637,292.82,330.369,106951,114,10390,519.095,202.614,18842.104
1187,5,1032,D10-18,420,13,60,13.848,10.579,0.764,0.217,0.219,0,2,0.182,0.672,0.328,0.353,21.0384,44.8968,1.134,1,0,276.137,313.106,355.54,107007,114,10392,549.329,224.765,18853.051
1188,5,1267,D18-26,380,11,54,15.83,12.478,0.788,0.204,0.205,0,2,0.051,0.668,0.332,0.291,29.686,34.7799,0.1716,0,0,279.988,314.781,315.866,107062,114,10394,560.109,226.594,18861.452
1189,5,1077,D77-86,260,6,37,15.377,12.845,0.835,0.162,0.162,0,1,0.086,0.665,0.335,0.244,22.9091,22.8364,0.0032,0,0,234.225,269.992,300.312,107113,114,10395,499.581,199.178,18869.127
1190,5,1092,D86-94,340,7,49,15.206,13.192,0.868,0.143,0.142,0,1,0.47,0.68,0.32,0.5,33.0806,29.2053,0.1171,0,0,259.81,290.857,326.127,107162,114,10396,503.089,197.51,18876.234
1191,5,1244,D86-94,340,8,49,13.703,11.841,0.864,0.163,0.161,0,1,0.016,0.634,0.366,0.084,33.0806,33.5764,0.015,0,0,276.296,302.692,343.149,107213,114,10397,525.823,208.528,18885.22
1192,5,1340,D69-77,340,10,49,15.013,12.331,0.821,0.204,0.202,0,2,0.252,0.677,0.323,0.318,43.0839,32.8331,0.2379,1,0,275.691,313.187,322.391,107268,114,10399,545.643,221.587,18893.814
1193,5,1145,D26-35,340,7,49,16.748,14.272,0.852,0.143,0.143,0,1,0.085,0.644,0.356,0.214,21.8802,26.5153,0.2118,1,0,234.373,263.411,305.676,107317,114,10400,535.269,208.773,18899.518
1194,5,1106,D18-26,420,13,60,16.064,12.452,0.775,0.217,0.217,0,2,0.245,0.688,0.312,0.359,29.686,38.7026,0.3037,1,0,250.068,294.416,326.977,107373,114,10402,565.27,230.345,18908.031
1195,5,1320,D18-26,380,10,54,15.975,13.696,0.857,0.185,0.181,0,1,0.295,0.66,0.34,0.401,38.7026,33.4122,0.1367,0,0,260.965,299.273,335.883,107426,114,10403,553.141,221.377,18914.737
1196,5,1005,D35-47,260,7,37,13.273,10.725,0.808,0.189,0.189,0,1,0.31,0.695,0.305,0.318,39.7975,27.7007,0.304,1,0,241.821,260.413,286.938,107479,114,10405,560.032,224.39,18925.33
1197,5,1049,D10-18,260,8,37,13.913,10.712,0.77,0.216,0.218,0,2,0.228,0.689,0.311,0.449,44.8968,27.6417,0.3843,1,0,260.551,309.36,307.309,107535,114,10407,519.775,214.354,18936.102
1198,5,1243,D35-47,220,5,31,16.236,14.064,0.866,0.161,0.159,0,1,0.019,0.631,0.369,0.302,27.7007,18.2737,0.3403,1,0,260.203,293.946,303.565,107586,114,10408,501.479,199.711,18942.187
1199,5,1308,D10-18,420,10,60,12.239,10.11,0.826,0.167,0.167,0,1,0.412,0.65,0.35,0.488,27.6417,46.7072,0.6897,1,0,248.903,290.25,287.306,107637,114,10409,529.876,210.457,18953.444
1200,6,1047,D86-94,420,12,60,13.609,10.552,0.775,0.2,0.202,0,2,0.1,0.663,0.337,0.286,33.0806,44.4404,0.3434,1,0,239.548,283.328,299.72,107692,114,10411,554.91,224.219,18964.326
1201,6,1189,D18-26,220,7,31,15.985,11.996,0.75,0.226,0.228,0,2,0.436,0.69,0.31,0.41,38.7026,20.6797,0.4657,1,0,278.184,316.478,317.847,107749,114,10413,562.191,230.638,18973.487
1202,6,1318,D58-69,220,5,31,16.279,14.155,0.869,0.161,0.158,0,1,0.292,0.689,0.311,0.51,29.3391,18.2252,0.3788,1,0,256.989,292.215,324.675,107800,114,10414,509.981,202.687,18979.453
1203,6,1349,D86-94,260,6,37,14.32,12.662,0.884,0.162,0.158,0,1,0.297,0.657,0.343,0.28,44.4404,24.5223,0.4482,1,0,277.879,297.339,350.209,107851,114,10415,494.716,197.475,18987.365
1204,6,1359,D77-86,260,6,37,14.173,11.807,0.833,0.162,0.163,0,1,0.475,0.686,0.314,0.522,22.9091,24.7769,0.0815,0,0,233.626,279.209,275.835,107902,114,10416,508.42,202.271,18996.389
1205,6,1149,D69-77,340,12,49,13.23,10.052,0.76,0.245,0.244,0,2,0.474,0.66,0.34,0.641,32.8331,39.8288,0.2131,1,0,256.865,285.804,298.045,107961,114,10418,540.554,225.928,19008.191
1206,6,1382,D58-69,260,9,37,13.857,10.995,0.793,0.243,0.24,0,2,0.064,0.648,0.352,0.228,18.2252,29.0022,0.5913,1,0,293.166,314.616,344.889,108020,114,10420,551.706,229.584,19018.757
1207,6,1293,D69-77,300,8,43,14.055,11.378,0.81,0.186,0.186,0,1,0.391,0.662,0.338,0.379,39.8288,30.0264,0.2461,1,0,231.795,271.716,262.325,108073,114,10421,530.727,213.661,19028.481
1208,6,1174,D94-105,340,9,49,14.379,11.582,0.805,0.184,0.185,0,1,0.396,0.643,0.357,0.605,38.0514,33.1303,0.1293,0,0,252.007,296.346,287.573,108126,114,10422,512.362,206.878,19037.927
1209,6,1177,D26-35,220,7,31,13.728,10.857,0.791,0.226,0.224,0,2,0.159,0.67,0.33,0.384,26.5153,24.0796,0.0919,0,0,292.71,328.63,329.012,108183,114,10424,555.514,228.301,19048.568
1210,6,1249,D86-94,300,7,43,12.341,10.486,0.85,0.163,0.162,0,1,0.105,0.691,0.309,0.355,24.5223,32.8671,0.3403,1,0,256.731,273.705,336.402,108234,114,10425,509.004,202.57,19059.312
1211,6,1117,D47-58,420,14,60,14.598,11.457,0.785,0.233,0.232,0,2,0.195,0.654,0.346,0.456,33.8606,43.763,0.2924,1,0,271.115,308.773,311.553,108292,114,10427,546.581,226.303,19069.218
1212,6,1197,D18-26,380,11,54,13.784,10.68,0.775,0.204,0.206,0,2,0.189,0.692,0.308,0.422,20.6797,39.9442,0.9316,1,0,281.479,318.277,343.976,108347,114,10429,513.727,210.36,19079.956
1213,6,1355,D86-94,300,8,43,12.401,10.665,0.86,0.186,0.181,0,1,0.231,0.643,0.357,0.398,32.8671,34.0297,0.0354,0,0,244.101,286.695,322.488,108400,114,10430,530.426,213.556,19090.608
1214,6,1390,D26-35,220,5,31,13.915,12.143,0.873,0.161,0.158,0,1,0.248,0.652,0.348,0.488,26.5153,21.3214,0.1959,0,0,258.664,291.115,328.55,108451,114,10431,508.969,202.333,19099.19
1215,6,1209,D86-94,420,12,60,15.189,12.613,0.83,0.2,0.197,0,1,0.41,0.681,0.319,0.459,32.8671,39.819,0.2115,1,0,237.903,262.869,283.383,108506,114,10433,563.155,227.104,19107.393
1216,6,1001,D35-47,300,11,43,14.541,10.674,0.734,0.256,0.257,0,2,0.099,0.659,0.341,0.316,18.2737,32.5376,0.7806,1,0,278.953,309.423,312.46,108566,114,10436,557.186,233.387,19118.452
1217,6,1236,D47-58,220,7,31,15.547,12.525,0.806,0.226,0.223,0,2,0.16,0.656,0.344,0.227,43.763,21.2624,0.5141,1,0,252.039,270.56,306.08,108623,114,10438,570.926,233.695,19126.924
1218,6,1018,D35-47,380,8,54,14.289,12.532,0.877,0.148,0.146,0,1,0.373,0.689,0.311,0.562,32.5376,35.0561,0.0774,0,0,221.35,251.291,288.191,108672,114,10439,486.004,192.324,19134.921
1219,6,1364,D10-18,220,5,31,15.618,13.198,0.845,0.161,0.161,0,1,0.388,0.66,0.34,0.339,46.7072,18.9964,0.5933,1,0,229.854,253.927,288.237,108723,114,10440,507.312,201.753,19142.131
1220,6,1263,D26-35,260,9,37,12.952,9.375,0.724,0.243,0.247,0,2,0.152,0.693,0.307,0.19,26.5153,31.0265,0.1701,0,0,244.093,266.234,293.184,108782,114,10442,579.252,239.225,19154.803
1221,6,1122,D77-86,420,12,60,16.194,12.663,0.782,0.2,0.202,0,2,0.174,0.668,0.332,0.396,22.9091,37.3479,0.6303,1,0,287.378,332.312,327.063,108837,114,10444,540.112,219.039,19162.941
1222,6,1149,D58-69,380,12,54,13.393,10.204,0.762,0.222,0.224,0,2,0.256,0.684,0.316,0.273,29.0022,42.3842,0.4614,1,0,276.864,310.877,322.221,108894,114,10446,558.462,228.795,19174.409
1223,6,1291,D18-26,260,7,37,14.547,11.697,0.804,0.189,0.19,0,1,0.074,0.645,0.355,0.192,39.9442,25.2751,0.3672,1,0,245.505,275.078,276.351,108947,114,10448,553.757,222.193,19183.738
1224,6,1051,D86-94,260,8,37,14.281,11.273,0.789,0.216,0.216,0,2,0.015,0.637,0.363,0.144,39.819,26.9304,0.3237,1,0,244.1,279.853,308.465,109003,114,10450,532.83,218.923,19193.78
1225,6,1373,D18-26,220,6,31,12.95,10.677,0.825,0.194,0.192,0,1,0.43,0.679,0.321,0.364,25.2751,24.2013,0.0425,0,0,286.974,326.533,365.831,109057,114,10452,533.217,215.658,19204.46
